aplikasi bagus kalangan orang belajar seputar dunia kripto tampilan menarik fitur mudah dimengerti memudahkan pengguna aplikasi	positive
aplikasi nya kenapa min bug kah	neutral
disarankan aplikasi pemula belajar investasi kayak fitur aplikasi mudah difahami	positive
kenapa lambat tidak lihat aset	negative
aplikasi penipu update bertingkah semalam set auto jual dinonaktifkan bullish loh turun normal ajaib penipuan mah	negative
maintenance	neutral
koin ondo kenapa hilang tidak aman aplikasi	negative
aplikasi ajaib kripto bikin jual beli kripto ui nya cakap fiturnya simple belajar kripto tidak rumit	positive
tidak masuk ganti nama n password n rekening bank	neutral
mudah aman menyenangkan	positive
bagus fitur sl mengurangi kerugian minggu senin mesti mantenance tidak jual nya untung boncos tidak jual tolong dikurangi mantenance nya	negative
aplikasi investasi membantu semoga depannya keren fiturnya	positive
aplikasi error daftar pas suruh foto ktp tidak tidak jelass	negative
lengkap cepat bertransaksi ceypto	neutral
bagus kalau biaya admin penarikan pluang min coin aset cyripto biar	positive
kenapa uang nya tidak ditarik invest baca	neutral
kenapa ya ajaib crypto tidak muncul grafik harga nya tolong min oerbaiki	positive
whitdraw minggu masuk rekening disayangkan	negative
pokoknya the best menemani investasi modal rekomendasi ajaib	positive
jam ajaib tidak loding tidak terbaca aset mengecek market merugika infestor	negative
suka aplikasi kripto ajaib berkat aplikasi bingung kripto paham	positive
jelek aturan beli kirim kripto minimal pembelian pengiriman berbedaÂ² pokoknya jelek wd mahal aplikasi terbilang	negative
gap jual beli kalau jual market order loss nya iming pajak lossnya gara-gara gap jual harga pasarnya beda	negative
rekomen pemula fitur fiturnya mudah mengerti belajar kripto langsung paham dia cairin dana e wallet gampang tidak ribett	positive
kasih akun terverifikasi	neutral
mencoba	neutral
cocok pemula belajar investasi fitur aplikasi mudah dipahami pengaktifan aplikasi verifikasi mudah	positive
bagus aplikasi nya mudah membantu bidang kripto pemula mudah gampang akses nya	positive
apalah daya pemula untung nya bayar transaksi	positive
salah apk trading simpel interface fitur bagus pemula	negative
aplikasi tidak tanggung koin ondo	neutral
aplikasinya mudah dipahami tidak bikin pusing pengguna fitur fitur nya kinian	positive
aplikasi mudah difahami tampilan nya menarik cocok pemula direkomendasikan kawan-kawan	positive
aplikasinya mudah panduannya memudahkan pengguna	positive
bintang sih fiturnya lengkap aplikasinya mudah dipahami tampilannya simpel nyaman mata cocok pemula belajar kripto	positive
pengiriman usdt tolong perubahan no telepon akun diganti	positive
penambahan informasi usdt rupiah bermasalah reload resource info berulang flow logicnya tidak simple kirim log error tidak debugging apa	negative
aplikasi mudah memahami cocok pemula	positive
ajaib kripto bagus fiturnya mudah dipahami cocok pemula belajar	positive
tampilan mudah memahami	positive
takut kalau kripto pakai apk tidak takut mudah bikin ketagihan semoga uang	positive
apk terbaik cocok pemula panduannya tidak rumit mudah cocok deh pemula kayak the best deh	positive
cocok pemula fitur fiturnya mudah dimengerti tidak bikin pusing tampilannya bagus	positive
bug nya pas beli market order delay	negative
mantap aplikasi jual beli crypto mudah aman diawasi bappebti cocok pemula	positive
aplikasi memudahkan sih fiturnya modern sederhana transaksi tidak kendala loh	negative
apdet lajut lajut	neutral
aplikasi busuk tranding	negative
buka akun mengapa repotnya ampun apk aneh transaksi susah merepotkan admin minim respon no rekomendasi kawan	negative
tidak jual pakai limit order market	neutral
seminggu memakai aplikasi ajaib kripto trading mudah praktis aplikasi nya lancar tidak lag	negative
aplikasinya menarik pemula mudah dipahami tingkatkan fiturnya keren	positive
ondo listing apknya langsung eror coin ajaib aneh	negative
terkena bug beli ondo harga cek ulang ondo rugi bug	negative
tidak bagus	negative
kenapa aplikasinya tidak buka	neutral
pesan download deposit aplikasi fiturnya minim buy sel tidak tersedia menu penarikan dompet krypto	negative
ggrafiknya tidak kayak bug	negative
harganya beda escange	neutral
loginnya mudah kalau terconnect aplikasi ajaib friendly user menunya mudah memahami pilih bahasa indonesia	positive
depot jual beli kripto	neutral
perbaiki sistemnya update crypto koin listing tidak muncul koin barunya	neutral
tidak market historynya tidak orang jual tidak apa market harganya	negative
salah aplikasi investasi kripto amanah	neutral
aplikasi bagus pemula update coin tersedia	positive
deposit nya cepat giliran withdraw nya balesannya kayak tidak bertanggung aduh parah sih kalau tidak dibalikin uang ku kalau dibalikin ku menaikkan bintang nya uang ku pulang	negative
miningnya pas ngeclaim stak ngebuka peti apk scam aneh banget	negative
aplikasi aman cocok kita berinvestasi percaya aman kita gampang kita pemula	positive
apk bagus pemula pakainya gampang tidak bikin bingung apk kripto terbaik pemula sih best	positive
kenapa penarikan tidak masuk	neutral
undang teman capai capai suruh deposit transaksi eh menunggu seminggu bonus tidak diproses proses aplikasi sampah chat layanan pelanggan nya apa apa hapus aplikasi sampah	positive
mengapa tidak ferivikasi ya kenapa min	neutral
aplikasi ajaib memudahkan belajar kripto fitur fitur nya menarik mudah dipahami	positive
fitur membingungkan biaya transaksi mahal fee withdraw pemula	negative
kenapa upgrade aplikasi nya grafik nya berubah mind bukan grafik candle	neutral
aplikasi berguna investasi tidak rumit tinggal mengikuti prosedur lancar	positive
aplikasin bagus pemula modalny tidak gede tampilan modern style fiturnya cuku oke	positive
ui simple mudah pemula kekurangan exchange ajaib crypto listing coin	positive
dipakai ya putrkpgj pemula cocok aplikasi investasi cepat kita paham tidak rumit menggunakannya terpercaya terdaftar ojk investasi jangka pendek jangka scalping aplikasi mantap teman-teman	positive
pilihan coin helium quant layer kripto	neutral
aplikasi anak muda finansial freedom muda cocok nih belajar invest aplikasi mudah thank you	positive
kenapa susahh wd pin kenapa salah cobalagi	neutral
kenapa pas maining monyetnya memukuli beliungnya laya hitam gambar hitam gambar pas sih monyetnyq memukuli beliungnya	positive
apknya jelek	negative
bagus aplikasi ya membantu anak muda investasi mudah cepat aman	positive
berminggu tidak nambang jelek aplikasiny	negative
mencoba proses verifikasi data nya tidak menyetujui ber jam jam lolos verifikasi saran pekerjakan karyawan jam bikin shif melayani data pembukan akun investasi bukan pinjol apl tidak menit proses kyc	negative
aplikasi bagus investasi mudah pastinya aman the best deh apk tidak ragu deh	positive
layanan pelanggan nya tidak balas	neutral
bagus atraktif jaga keamanan investor kembangkan	positive
aplikasi payah tidak jls	neutral
besok kalau auto order	neutral
sarankan pakai ajaib mending pakai indodax hasil penjualan diproses bikin rugi ajaib fee nya gede	positive
aplikasi mudah aman gampang ditransaksi	positive
rekomend belajar crypto teman-teman	positive
tingkat performa nya	neutral
apk nya bagus mudah pelajari	positive
pembayaran adminnya meras dana adminnya ngotaklah	negative
aplikasi membantu pemula belajar kripto fitur fitur nya mudah tampilan nya moderen stylish nyaman akses aman percaya	positive
minimal penarikan nya tidak kayak ribu tolong turun ribu	negative
aplikasi penipu terbaik deposit minimal ribu kalau penarikan minimal ribu kalau tipu terang terangan iklan manis aslinya aplikasi sampah	positive
download apk suka eror gara eror mines menit hati	negative
fitur aplikasinya mudah dipahami pemula pencairannya e wallet transfer bank prosesnya cepat direkomendasikan pokoknya	positive
aplikasi mudah terpercaya aman	positive
aplikasi jelek download	negative
mantap aplikasi kirim terima tinggal menunggu fitur staking earn semoga aplikasi cepat upgrade biar tidak kalah saing	positive
minimal deposit nya diturunin tidak kayak pluang rupiah	negative
habis update nge lag	negative
main kripto tidak masuk akal masuk rekening	positive
pusing efek angka koma kembalikan	negative
verifikasinya kemarin tanggal siang tanggal	neutral
sih appnya penarikan gagal uangnya butuh	negative
aplikasi tolol tidak verifikasi identitas tidak buka akun investasi koneksi terganggu eror	negative
aplikasi ajaib bagus kadang log selebihnya bagus	positive
pemula berani nilai mengunakan	positive
pas pemula belajar invest kripto aplikasinya tidak susah tampilannya oke	positive
amankan uangmu investasi ajaib kripto aman terpercaya tidak pakai rumit	positive
kalau runing ngepump mesti tidak dibuka balancenya aduh	neutral
jual crypto tidak tidak exchange all contoh sol jual beli nya input input maksimal bingung saldo nya	negative
chart nya kadang suka ngelag semoga update ditingkatkan over all aplikasi nya user friendly	positive
lelet buy harga rendah turun sell ah cemen aplikasi lambat	negative
aplikasinya bagus gampang dioperasikan aman tenang naruh aset terbukti aman rekomended	positive
aplikasi investasi tidak rumit gampang pas investasinya	negative
mengambil uang depot dana ya	neutral
aplikasi tolol tidak menarik saldo nya	neutral
stop buy sell opsioanal contoh stop buy rupiah harga rupiah koin tidak terbeli stop sell	negative
tolong server nya perbaiki jual berputar	positive
suka apk mudah akses	positive
hati hati nanam cripto gap harga pasa harga aplikasi jau kecurangan	negative
anjing hilang gara gara suruh akun tidak akun	negative
penggunaannya mudah dimengerti kendala pengoperasiannya mudah pemula	positive
belajar investasi kripto membantu panduannya dimengerti	positive
aplikasi tolol penipuan ngejual saldo hilang entah kemana	negative
sampah	neutral
deposit rek permata ajaib kripto eh disuruh deposit akun kripto bayar apa sih kalau tidak sistem depositnya rugi	negative
aplikasi mem bagong bikin orang miskin	negative
aplikasi berguna fiturnya lengkap no bug berguna pengasilan cair nya mudah cepat	positive
aplikasinya tidak ngebug layanannya respon cocok nih pemula investasi download aplikasi nikmati fitur fiturnya gampang dimengerti	positive
profit tidak jual	positive
mining nya tidak luama hasil	neutral
seminggu verifikasi nya selesai	neutral
aplikasinya lengkap gampang dipakainya pemula overall suka thebest deh recommend pokoknya	positive
membatu perekonomian	negative
daftar susah seminggu eror pas verifikasi identitas susah nik terdaftar email rasana pernh hduh bikin pusing	negative
lambat	neutral
proses verifikasi dipersulit tidak aplikasi sebelah beroperasi indonesia	negative
parah ajaib kripto deposit tidak masuk pindah aplikasi sebelah ya payah nih ajaib kripto mah ondo loncat deposit tidak masuk payah	negative
aplikasinya simple mudah dimengerti banget pemula belajar kripto fitur fiturnya sederhana tidak rumit	positive
bagus pemula	positive
modal juta mending pakai modal gede bikin rungkat apk pas beli transaksi tidak manchet saldo potong membatalkan tidak menunggu nit eh matchet beli harga bawahh modal juta rugi kadang suka eror chat admin respon	negative
terinstall log out akunnya invest download aplikasi	neutral
aplikasi crypto terbaik interface mudah dipahami awam keren	positive
aplikasi bagus beli crypto jual tidak sisa crypto apakan	positive
verifikasi akun	neutral
apk mahal wd keba biyaya apk sebelah gratis tidak rekomed	positive
sistem bagus suka kalau ditambahin fitur stacking min	positive
bagus aplikasi nya cocok pemula investasi	positive
susah buka aplikasi ya	negative
mantap pemula mudah memahami	positive
uang menunggu puluhan rambut berwarna putih terima kirim tidak aplikasi tranding tidak berguna sungguh kecewa kasihan belajar korban menunggu bisanya memantau tolong permudah biar orang tidak kecewa	negative
eror aplikasi nya ambil hadiah eror	negative
mantap aplikasinya jual beli aset aman suka diperbaikii halamannya biat transaksinya gampang	positive
e walletnya tolong ditambah kalau lengkap leluasa depot wd	positive
aplikasi trading mudah fitur aplikasi lengkap aplikasi berizin aman	positive
najis aplikasi lambat apa pitur earen nya tipu ganti rekening aplikasi bloon	negative
event undang temannya tidak	negative
aplikasinya mudah dimengerti pemula kendala fitur suka pokoknya disarankan pemula	positive
accnya kemarin menyetujui jam	positive
uang pastinya	positive
ajaib nama aplikasinya fitur fitur mudah memudahkan investasi	positive
aplikasi nya mudah pemula tampilan mudah mengerti fiturnya lengkap	positive
kalau usul aset kripto aplikasi saham ajaib dihapus	positive
tidak paham	neutral
tarik saldo fiturnya ora	neutral
fitur nya lengkap terpercaya aman	positive
aplikasinya mudah pemula pas depot gampang rekomen pokoknya	positive
aplikasi apa ya pakai jelek	negative
kenapa tidak jual crypto ya min penjualan	neutral
aplikasinya mudah gampang pemula membantu inventasi	positive
tolong windraw nya kasih ewalet kalau kasih ewalet auto buntang	positive
aplikasinya jelek tidak main mending pindah sekuritas kemarin coin ondo nge dump parah harga kasihan buy harga match harga apk ajaib ya maaf fitur sell dibuka fitur buy nya ditutup aneh sumpah profit kali mereka	negative
maintenance tidak transaksi mati mending ganti aplikasi	positive
aplikasinya bagus pemula belajar kripto tidak rumit mudah	positive
eror	negative
aplikasi fitur mudah pemula mudah diakses mantap	positive
sih ku gampang ya pakai aplikasi tidak rumit tinggal sat set sat set lancar kalau sesuai prosedur ya	positive
ajaib kripto bikin investasi kripto nyaman mudah pemula awam coba coba tanpa takut salah fiturnya gampang dimengerti	positive
aplikasinya bagus nih pemula mudah dipahami fitir jual beli transakasi kripto penarikan dana cepat	positive
tidak daftar	neutral
bagus pemula tampilan aplikasinya enak lihat mudah dipahami legal cocok coba belajar trading kripto	positive
aplikasi bagus belajar investasi trading mudah penggunaannya	positive
tidak beres tidak beli koin ondo	neutral
maaf aplikasinya bermasalah pas beli kripto pembelian tidak diakses saldonya beli	negative
aplikasi nya bagus terpercaya nyaman ajaib memudahkan belajar kripto fitur fiturnya mudah dipahami	positive
tolong token bone shibaswap ketinggalan sebelah terima kasih	positive
pelayanan layanan pelanggan nya lambat laporan gagal ganti rekening tanggapi	negative
aplikasi nya membantu pemula investasi aman terpercaya aman	positive
fee nya murah sayang coinnya	positive
maintanance	neutral
aplikasi cocok pemula belajar berinvestasi tampilan aplikasinya mudah dipahami fitur nya mendukung bahasa indonesia	positive
proses kyc nya sumpah	neutral
pengguna memasukan kode biar koin gratis siapa juta koinnya astacbgf ya kodenya salam uang	positive
customer servicenya update tidak info notifikasi Instagram sih chat balas minimal kasih penjelasan Instagram story twitter akun kalau	neutral
layanan pelanggan nya slow respon penanganan nya buruk nunngu jam tidak clear reward event telat bintang	negative
download ajaib scam sulit menjual aset	negative
habis coba aplikasi kripto ajaib kripto bikin ketagihan	neutral
sistem aplikasi buruk aplikasi kasih sebelah ketimbang download kecewa menyesal merasakan	negative
aplikasi crypto keren fix no debat pemula belajar crypto tampilan apknya stylish keren list kriptonya lengkap bitcoin mantap no debat pokoknya ajaib crypto	positive
aplikasi snagat bagus dimengerti fitur nya tidak bikin pusing bagus pemula cari aplikasi kripto rekoemndasi pokoknya uang teman-teman tautkan revfrral p and akunmu terverifikasi ya	positive
mantap gan aplikasinya mudah dimengerti	positive
trouble deposit	negative
akurat nih aplikasi	neutral
aplikasi membantu jenis investasi nya pemula bermanfaat	positive
aplikasi kripto ajaib disarankan ajaib sih bingung awam kripto mah tidak bingung	positive
lengkap berita news	neutral
aplikasi bagus menguntungkan pemula terjun kripto an	positive
download aplikasi crypto mudah cepat memahami terima kasih ajaib kripto hadir memberikan kemudahan pengguna nya	positive
membantu uang	positive
kawan-kawan habis coba aplikasi kripto ajaib langsung kripto bikin ketagihan tidak menyesal gunain aplikasi kripto ajaib cocok pemula tidak rumit	positive
widraw minggu jam kerja senin cair kenapa manual kalau audah sistem digitalisasi programere pekok	positive
aplikasi tidak	neutral
pembelian susah	negative
download apk merugikan	neutral
aplikasi bagus trader pemula pengalaman memaksimalkan fitur pencatatan bulanan mempermudah pengecekan nilai portofolio	positive
penasaran investasi kripto temu ajaib kripto bikin belajarnya enjoyable semoga oke fitur fiturnya biar stay disarankan pemula	positive
kenapa ondo kagabisa beli woe	positive
aplikasi investasi mudah pemula fitur fiturnya mudah dipahami pokoknya disarankan deh	positive
bagus menghabiskan duit	positive
proses setoran lain-lain earn payah pengelolanya kayak menghambat traiding	neutral
dikenakan biaya pajak biaya transaksinya kena kali jual beli kena biaya transaki pajak potongan nya untungnya	positive
menyenangkan tunggu login webside perbanyak listing coin	positive
biaya transaksi biaya pajaknya gila	negative
aplikasi penipuan buktikannya korbannya mohon berwajib blokir aplikasi ajaib crypto	negative
pemula pakai aplikasi ajaib kripto mudah dimengerti tampilannya simple fiturnya oke	positive
ngelag rugi	negative
aplikasi bosok giliran untung eror tidak take profit normalnya menunggu minus kayak rampok berkedok broker	positive
belajar crypto pemula wajib download sih fiturnya keren arahan	positive
tidak verifikasi ktp cemanya	neutral
tolong harga delay masak samain broker harganya beda	neutral
reff putrkpgj pengguna bonus serius aplikasinya bagus pemula investasi crypto lamabisa dyor kalau investasi duit kita pakai uang dingin ya teman-teman uang kebutuhan sehari kalau sultan mendadak mantb	positive
aplikasi bagus kadang lambat sih	positive
aplikasi membantu pemula modal pas pasan fitur memadai pengguna	positive
ragu ragu mendownload aplikasi mendownload aplikasi tidak menyesal suka fitur fiturnya menemukan aplikasi kripto akurat terpercaya fitur lengkap pelayanan fast respon sopan csnya cari aplikasi investasi kripto beli kripto jual kripto coba aplikasi dijamin tidak menyesal	positive
eror	negative
aplikasi nya lambat	neutral
mohon penarikan nya wallet dana shopee ovo biar pakai aplikasi kalau bintang	positive
kenal	neutral
tidak bingung kripto apk mudah pemula	negative
versi webnya biar pantau laptop	neutral
membantu pemula belajar krypto bermanfaat tampilannya oke mudah dipahami	positive
pemula benerÂ² apk trading mudah tidak bikin pusing fiturÂ² nya belajar trading mending mencoba deh apk	positive
jelek penarikan dana	negative
difficult login daily connection lost	negative
penarikannya	neutral
bagus aplikasinya keren tidak susah dipakai pemula gampang dimengerti mantap	positive
lag koin tidak lengkap biaya penukaran depot tarik ngadat	negative
kenapa tunggu kerja terima pendaftarannya bukannya crypto buka jam tidak libur	positive
cocok pemula kekurangannya tidak konversi crypto terbuang kalau dikumpulkan ribu	negative
aplikasi bagus cocok pemula belajar perkriptoan trading investasi aman berizin diawasi bappebti	positive
keren aplikasinya tidak makan aset kripto ku bertambah topup mudah transaksi nya	positive
gj sinyal bagus gbisa lihat grafiknya prediksi marketnya pea	positive
withdraw	neutral
aplikasi ajaib kripto mantap penggunaan nya tidak rumit cocok pemula belajar investasii	positive
error	negative
aplikasinya gampang dipakenya pengguna trading pastinya uang	positive
aplikasinya bagus ringan mudah dipahami invest overall suka	positive
eror volume beli melonjak	negative
aplikasi investasi oke sih suka fitur nya mudah transaksinya terima kasih ajaib kripto	positive
tidak sih sinkron harganya cepat ngelek tidak seharus profit los kesal ajaib kripto beli beli harga kedebit harga taii tahi	negative
apk nya bagus investasi pemula bahasa nya memudahkan pemula belajar keamanan ganda jamin trade aman	positive
pemula tertarik berinvestasi wajib download aplikasi fiturnya mudah dipahami aplikasinya terjamin aman	positive
mencoba link kode ajaib alfipyky ku ya terima kasih	positive
komisi withdraw nya gede ya	neutral
tolong ajaib deposit baca mengikuti intruksi bangking mengirimkan uang no id ajaib tidak terdaftar memasukan id nama ajaib mengirimkan uang no id tidak terdaftar pakai dana lancar hsrus transfer dana ajaib tampilan grafik nya error tidak ketampil grafiknya prediksi tolong diperbaiki	positive
suka bug tidak	positive
apliksi haram tidak gunain bukanya uang buang uang ribu hngus tahi	negative
daftarnya gampang interfacenya simple mudah top deh	positive
cocok investasi apk nya mudah dipahami tampilannya sederhana ramah pemula	positive
suka aplikasi membantu pemula belajar kripto aplikasinya mudah dipahami nyaman diakses	positive
apa kritis menghitung pendapatan akumulasi biaya broker pajak	negative
buruk penarikan lambat menarik juta masyaallah	negative
suka aplikasinya cocok pemula mencoba investasi pembayaran mudah e wallet transfer bank pokok nya best aplikasi nya	positive
daftar deposit ribu tidak ribu	neutral
candle stick nya suka error kadang grafik lihat candle stick nya	negative
tidak tensorflow sumber dana nya tidak masuk sumber dana nya chat customer service tidak balas balas	negative
aplikasinya menarik mudah transaksi fiturnya bagus mudah dipahami disarankan	positive
pendaftaran dengar maksimal jam pas kerja pas libur sehari semenjak padaftaran pas kerja verifikasi ya	neutral
aplikasi investasi mudah pemula kayak simpan dana investasi aman verifikasi cepat mudah tidak bertele tele tampilan apps menarik mudah dipahami terpercaya semoga ditingkatkan kualitas nya	positive
gas fee bnb mahal beda	neutral
memindahkan aset exchange ajaib crypto tidak masuk aplikasi	positive
layanan pelanggan balas chatnya tidak wd	neutral
aplikasi semoga	positive
nyaman pakai aplikasi ajaib sayangnya kirim terima shib rupiah exchange rilis kirim terima aset tolong diperbaharui tidak pindah exchange	positive
ui bagus deposit instan lambat withdraw cepat fee mahal koinlisting telat exchange indonesia sayang	positive
menarik	positive
beli koin limit order pas cancel proses cenceling nya jam	neutral
pusing pakai apk	negative
aplikasinya bagus pemula belajar invest untung	positive
user dirugikan withdrawn tidak berhasil komplain email tidak diselesaikan membaca memakai ajaib kripto merugikan sistem aplikasi pengguna kantor pusatnya neo soho tidak orang kayak kantor kuburan	negative
kol disuruh reload internet lancar	neutral
minggu verif	neutral
aplikasi nya membantu jual beli aset kripto tampilan sederhana mudah dipahami pemula	positive
saldo pemotongan penarikan mahal bri potongannya	neutral
untung	positive
aplikasinya lelet	neutral
mengajak teman install daftar invest ajaib kripto ajaib saham hadiah janjikan tidak kunjung dapatkan mohon penjelasannya	positive
keamananya tak google autentikator	positive
kalau permalsahan kordinasi nya ya	neutral
eror tolong diperbaiki	negative
kasih bintang biaya penarikannya aplikasi ajaib sahamnya ribu kali penarikan kripto riburupiah penarikan kecewa ajaib kriptonya biaya penarikannya auto uninstall habis kalau eth	negative
user interfacenya mantap aplikasi crypto kekinian memudahkan cari uang anak muda rebahan	positive
aplikasi miskin sampah sokÂ² an mengadakan event peraturan ubahÂ² tidak	negative
susah close order pilih limit market order ubah susah rumit	negative
aplikasi direkomendasikan invest aplikasinya dilengkapi fitur super lengkap cocok pemula belajar crypto pay via manapun keren	positive
kacau balau parah aset tidak diapapain dijual tidak alasan maintenace	negative
saldonya an tidak apa tidak jls nih aplikasi	positive
koin nya	neutral
kali coba kripto langsung pakai aplikasi mudah dipahami loginnya gampang thanks deh	positive
aplikasi bermanfaat menghasilkan uang tampilan aplikasi mudah dipahami pemula	positive
min kenapa kirim aset kripto ajaib bursa changer tidak ya keteragan nya memiliki aset aset kripto spread nya bagus mun mohon dikurangi biaya withdraw nya biar murah min	positive
data grafik bulannya tidak cepat updateny ya	neutral
beda aplikasi apa kripto aplikasi terima kasih	positive
aplikasinya bagus mudah dimengerti pemula fitur nya keren	positive
terbaik tambahkan refral p an kali pendaftaran aplikasi ajaib kripto berinvestasi mata uang digital kripto bitcoin pemula menu tutorial nya live chat adminya ramah cepat merespon apa keluhan kita aplikasi aplikasi awasi ojk pastinya aman ya	positive
fee mahal	neutral
aplikasi bagus pemula nih tampilan mudah dimengerti aplikasi aman berinvestasi pemula registrasi tidak rumit top mencoba ayo	positive
akun tidak dibuka stuk pin	neutral
aplikasi bagus tambahkan fitur bank akun bank withdraw	positive
ajaib tolol penarikan	neutral
koin tidak kecewa	positive
ui nya simpel exchange lokal chart nya cocok trader saran mengadakan fitur stake biar orang tabung senang ajaib kripto	positive
aplikasinya mudah membantu pemula belajar keuangan fitur fiturnya keren	positive
tidak jual error keburu turun mendahului	positive
pengalaman investasi kripto rekomendasi teknikal beli rekomendasi beli untung keren sih jitu analisisnya	positive
keren deh apk nya cocok nih kali terjun bidang kripto uang deh pokoknya	positive
sayang pembelian dollar tidak limit order	negative
sayang tidak arah step step nya tidak aplikasi sebelah	negative
tadinya porto juta rupiah menerima email dengar melebihi batas transaksi juta diharuskan top saldo juta transaksi juta histori transaksi tidak kelebihan transaksi scam	negative
ajaib kripto cocok pemula kayak belajar investasi gampang bagus verifikasi data cepat tidak rumit pokoknya	positive
kecewa platform kelebihan aplikasi mudah dipahami pemula bikin jengkel maintenance layanan pelanggan slow res	negative
beli koin ondo koin nya tidak terbeli uang hilang	negative
kebanyakan aturan tidak beli tidak jual	negative
suka pakai aplikasi ajaib kripto gampang makainya tidak rumit disarankan pemula kayak coba	positive
rugi gara gara doge turun jual tidak karenakan ajaib down saran mending pakai aplikasi sebelah tidak down tidak kayak aplikasi tidak lengkap cryptonya bikin rugi orang mending mending kalau tanggung hubungin layanan pelanggan nya maaf maaf pale kamu maaf duit hilang begoo	negative
kasih fitur price alert biar harga pas jual beli bair tidak terlewat	positive
