Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,appVersion,at,translate,preprocessing,Sentiment
10,efdc3c50-63f6-4ab8-aabb-c0725c8189d9,Yudha N,https://play-lh.googleusercontent.com/a-/ALV-UjWC2i2qQtLpllOibptZndXI0Gd6Erk7-uL28HY8iRatif1iK6Tk,"setiap ada penarikan, tujuan rekeningnya automatis terpilih ke rekomendasi, bukan tetap di tujuan yang kita pilih sebelumnya, sehingga saya tdk tahu dimana saya harus mengakses saldo yang saya tarik!, kembalikan saldo saya.",1,11,2.43.5,,,2.43.5,5/3/2024,"Every time there is a withdrawal, the account destination is automatically selected as a recommendation, instead of remaining at the destination we previously selected, so I don't know where I should access the balance I withdrew! Refund my balance.","['every', 'time', 'withdrawal', 'account', 'destination', 'automatically', 'selected', 'recommendation', 'instead', 'remaining', 'destination', 'previously', 'selected', 'dont', 'know', 'access', 'balance', 'withdrew', 'refund', 'balance']",Negative
11,2fd6a005-463f-4085-b032-3b997f038346,Hanafi Makbul,https://play-lh.googleusercontent.com/a-/ALV-UjXF4FytgSTGGJ_G852839qtt1xz4qHv8qjfsvKYKOIKDG7ugl4,"Tolong beri tau saya kenapa tidak ada order jual coin saat lagi naik² nya , coin sedang berjalan ? Bknnya 24/7 coin selalu berjalan secara grafik nya tapi kenapa fitur jual jadi tidak berfungsi ? Limit Order dan Market Order gak berfungsi percuma dong gak bisa take profit yang diinginkan user!!",1,17,2.43.5,,,2.43.5,3/15/2024,"Please tell me why there are no orders to sell the coin when it is going up, the coin is running? It's not like 24/7 coins are always running graphically, but why is the selling feature not working? Limit Orders and Market Orders don't work, they're useless, they can't take the profit that the user wants!!","['please', 'tell', 'orders', 'sell', 'coin', 'going', 'coin', 'running', 'like', '247', 'coins', 'always', 'running', 'graphically', 'selling', 'feature', 'working', 'limit', 'orders', 'market', 'orders', 'dont', 'work', 'theyre', 'useless', 'cant', 'take', 'profit', 'user', 'wants']",Positive
12,5b21e8e8-f020-4622-a2a8-b87c8857602f,Ari Irwanto,https://play-lh.googleusercontent.com/a/ACg8ocL6risd2DpFcTgMHHInO85MnOlWj2cf3GtPW4SODZNoKEIx1w=mo,"Saya kecewa dengan ajaib , pada saat awal listing ondo banyak terjadi masalah dan sampe sekarang masalahnya belum terselesaikan , saya hanya bisa menjual dan tidak bisa membeli ondo. Ajaib seperti tidak mau bertanggung jawab dan seperti tidak terjadi apa apa , sangat mengecewakan , bagian informasi juga tidak melakukan apapun , mungkin saran saya untuk teman"" bisa mencari exchange yg lain , terima kasih",1,24,2.45.0,,,2.45.0,3/21/2024,"I was miraculously disappointed, at the beginning of the Ondo listing there were lots of problems and until now the problem has not been resolved, I can only sell and cannot buy the Ondo. It's magical, like it doesn't want to take responsibility and it's like nothing happened, it's very disappointing, the information department also doesn't do anything, maybe my advice to friends can look for another exchange, thank you","['miraculously', 'disappointed', 'beginning', 'ondo', 'listing', 'lots', 'problems', 'problem', 'resolved', 'sell', 'buy', 'ondo', 'magical', 'like', 'doesnt', 'want', 'take', 'responsibility', 'like', 'nothing', 'happened', 'disappointing', 'information', 'department', 'also', 'doesnt', 'anything', 'maybe', 'advice', 'friends', 'look', 'another', 'exchange', 'thank']",Positive
13,ce2429ad-2ba0-497d-92ca-bb4d7c3366be,Ahmad Mustafid,https://play-lh.googleusercontent.com/a-/ALV-UjWnv32oon485bXqlXSEhv8zEyDFaH0io6vj_6SQuRTf-G7wnXT1cA,"Exchange paling buruk di Indonesia, harga tidak sesuai realtime dengan exchange lain, ada selisih 300-1000 rupiah lebih mahal dengan exchange lain. Lebih baik pindah ke pluang, indodax, dll yang lebih murah",1,23,2.43.5,,,2.43.5,10/3/2024,"The worst exchange in Indonesia, prices do not match real time with other exchanges, there is a difference of 300-1000 rupiah more expensive with other exchanges. It's better to move to pluang, indodax, etc. which are cheaper","['worst', 'exchange', 'indonesia', 'prices', 'match', 'real', 'time', 'exchanges', 'difference', '3001000', 'rupiah', 'expensive', 'exchanges', 'better', 'move', 'pluang', 'indodax', 'etc', 'cheaper']",Negative
14,14caadb0-8dcc-4f93-88ed-b96023c77eb2,Tan Griyo,https://play-lh.googleusercontent.com/a/ACg8ocIe3u1fagEBkuTkysvTonQamZTpCyqfSdawaCEEU-ilhcqfuw=mo,"Untuk ajaib crypto, minta tolong kebijaksanaannya untuk merefund atau reset atas bug aset ondo yang udah terjadi. Error system ada di kalian, sehingga banyak orang yg entry ondo di harga yang tinggi & tidak masuk akal",1,30,2.43.5,,,2.43.5,1/3/2024,"For crypto magic, ask for help to refund or reset the ondo asset bug that has occurred. The system error is yours, so many people enter ondo at high & unreasonable prices","['crypto', 'magic', 'ask', 'help', 'refund', 'reset', 'ondo', 'asset', 'bug', 'occurred', 'system', 'error', 'many', 'people', 'enter', 'ondo', 'high', 'unreasonable', 'prices']",Positive
15,ab88397f-21ff-4afe-a482-80216da9b68d,Yuze Chanel,https://play-lh.googleusercontent.com/a/ACg8ocJux8seYtpmzO0AD8UVSvYWHkAm8zqZy4A48gtf5KTlzkpQQ4k=mo,"Gak terlalu rekomendasi pakai aplikasi ini setiap listing koin baru pasti ada manipulasi harga sampai 50% lebih mahal dari harga normal, intinya sebelum beli koin di sini coba bandingkan dulu harga nya sama tempat sebelah jangan kemakan fomo.",1,19,2.43.0,,,2.43.0,1/3/2024,"I don't really recommend using this application. Every time a new coin is listed, there will be price manipulation, up to 50% more expensive than the normal price. The point is, before buying coins here, try comparing the price with the place next door, don't eat fomo.","['dont', 'really', 'recommend', 'using', 'application', 'every', 'time', 'new', 'coin', 'listed', 'price', 'manipulation', '50', 'expensive', 'normal', 'price', 'point', 'buying', 'coins', 'try', 'comparing', 'price', 'place', 'next', 'door', 'dont', 'eat', 'fomo']",Negative
16,15234633-38d6-4ee0-b3be-2611f1cd8db0,Deni Harapan,https://play-lh.googleusercontent.com/a/ACg8ocKr_AKP5QLKaGHykkfiSU9ojjADvq95LWQb_Ah1aeU-JJr0IQ=mo,"Fitur nya lebih banyak merugikan costumer, sebagai contoh, potongan adm dan pajak adalah 1+1 persen, 2 persen, 2x lipat dari aplikasi sebelah. Wd dikenakan 10 ribu, sementara sebelah cmn 4500. Fitur earn, masuk kedalam fitur 2 hari, jadi kripto kita gak bisa diapa2in selama 2 hari, narik kripto dari earn nya jg 2 hari, jadi total 4 hari. Padahal saat masuk ear saya tidak diberitahu bahwa akan ada penahanan aset. After all saya rugi banyak di aplikasi ini, tq ajaib, sebagai pelajaran, bye2",1,26,2.44.0,,,2.44.0,10/3/2024,"Its features are more detrimental to customers, for example, admin and tax deductions are 1+1 percent, 2 percent, 2x as much as the next application. Wd is charged 10 thousand, while the cmn is 4500. The earn feature is included in the 2 day feature, so we can't do anything with our crypto for 2 days, withdrawing crypto from the earnings also takes 2 days, so a total of 4 days. Even though when I entered the ear I was not told that there would be asset detention. After all I lost a lot in this application, tq magic, as a lesson, bye2","['features', 'detrimental', 'customers', 'example', 'admin', 'tax', 'deductions', '11', 'percent', '2', 'percent', '2x', 'much', 'next', 'application', 'wd', 'charged', '10', 'thousand', 'cmn', '4500', 'earn', 'feature', 'included', '2', 'day', 'feature', 'cant', 'anything', 'crypto', '2', 'days', 'withdrawing', 'crypto', 'earnings', 'also', 'takes', '2', 'days', 'total', '4', 'days', 'even', 'though', 'entered', 'ear', 'told', 'would', 'asset', 'detention', 'lost', 'lot', 'application', 'tq', 'magic', 'lesson', 'bye2']",Positive
17,dca52cb6-74b8-4a2f-9d36-4b7c445d019c,Dani Plastrana,https://play-lh.googleusercontent.com/a-/ALV-UjUwbADC5K-IJx2c7jxGNYCdqNmMfOBvMOSC421VJf0PGuQmI6A,"Benerin noh apk banyak maintenance nya harga sering nyangkut"" otomatis di kasih harga palsu. Apakah ini apk judi yang bisa di permainkan oleh bandar? Ini kan aplikasi investasi jadi tolong lah benerin maintenance"" nya biar gak ada yang ke gocek permainan",1,13,2.43.5,,,2.43.5,8/3/2024,"It's true, this apk has a lot of maintenance, the price is often stuck, it automatically gives you a fake price. Is this a gambling apk that can be played by bookies? This is an investment application so please fix the maintenance so no one goes to the game.","['true', 'apk', 'lot', 'maintenance', 'price', 'often', 'stuck', 'automatically', 'gives', 'fake', 'price', 'gambling', 'apk', 'played', 'bookies', 'investment', 'application', 'please', 'fix', 'maintenance', 'one', 'goes', 'game']",Positive
18,c0b8b067-6d37-4884-9923-83aa7a39c375,Derasbrita,https://play-lh.googleusercontent.com/a-/ALV-UjVq9561FwFvLujLGK-yt1mjBF6_2n1oztvpqGWm0BLQSFmVQqGT,Saya hanya memberi saran bahwa ajaib kripto sangat tidak rekomendasi untuk orang yang sudah belajar kripto karena banyak sekali hambatan yang saya temui mulai dari harga pasar yang tidak sesuai penarikan susah dan semacamnya,1,10,2.44.0,,,2.44.0,10/3/2024,I'm just giving a suggestion that crypto magic is not really a recommendation for people who have studied crypto because there are a lot of obstacles that I encountered starting from market prices that don't match difficult withdrawals and the like.,"['im', 'giving', 'suggestion', 'crypto', 'magic', 'really', 'recommendation', 'people', 'studied', 'crypto', 'lot', 'obstacles', 'encountered', 'starting', 'market', 'prices', 'dont', 'match', 'difficult', 'withdrawals', 'like']",Positive
19,c2f55adb-7a90-4630-b3d9-fa2244056f90,Deni Setiawan,https://play-lh.googleusercontent.com/a/ACg8ocIFSuLRZu4XxYj2VEfnVVbjjAVP9BarAtYJn5RergSBXCZ2dw=mo,Dalam pembelian atau penjualan tidak sesuai potongan nya .meski sudah d potong pajak tapi setiap kali penjualan suka hilang 20k ke mana padahal pajak udah ke potong.dalam pembelian harga udah sama belum ke beli ke beli bbrapa menit malah harga nya naik malah kga jadi beli.,1,7,2.45.1,,,2.45.1,3/31/2024,"In buying or selling, the deductions don't match. Even though the tax has been deducted, every time you sell, you lose 20k, even though the tax has been deducted. In purchasing, the price is already the same, before you buy it for a few minutes, the price goes up, so you don't buy it.","['buying', 'selling', 'deductions', 'dont', 'match', 'even', 'though', 'tax', 'deducted', 'every', 'time', 'sell', 'lose', '20k', 'even', 'though', 'tax', 'deducted', 'purchasing', 'price', 'already', 'buy', 'minutes', 'price', 'goes', 'dont', 'buy']",Negative
20,d0917a43-056a-4055-a4c0-cf1a31207abe,mikel lanang,https://play-lh.googleusercontent.com/a/ACg8ocKuofBQU8iX0AWamVqlQSjoFh1Gcs2dS3Oy4cJcNtVdXC2rog=mo,Saya menikmati fitur yang ada pada ajaib crypto namun saya sangat kecewa karna tanpa alasan yang jelas orderan beli saya selalu di rejeck yang membuat saya tidak bisa melakukan orderan beli coin saya harap ada tindak lanjut dari pihak AJAIB mengenai hal ini agak yang lain tidak merasa kecewa. Dan 1 yang membuat aplikasi ajaib sangat jelek yaitu aplikasi ini tidak menyediakan live chat untuk melayani keluhan para pengguna yang ingin menannyakan masalah pada aplikasi secara langsung,1,6,2.43.5,,,2.43.5,7/3/2024,"I enjoy the features of Magic Crypto, but I am very disappointed because for no apparent reason my buying orders are always rejected, which makes me unable to place orders to buy coins. I hope there will be follow-up from AJAIB regarding this, so that others don't feel disappointed. And one thing that makes the magic application very bad is that this application does not provide live chat to serve complaints from users who want to ask problems with the application directly.","['enjoy', 'features', 'magic', 'crypto', 'disappointed', 'apparent', 'reason', 'buying', 'orders', 'always', 'rejected', 'makes', 'unable', 'place', 'orders', 'buy', 'coins', 'hope', 'followup', 'ajaib', 'regarding', 'others', 'dont', 'feel', 'disappointed', 'one', 'thing', 'makes', 'magic', 'application', 'bad', 'application', 'provide', 'live', 'chat', 'serve', 'complaints', 'users', 'want', 'ask', 'problems', 'application', 'directly']",Negative
21,d10359c3-19cd-4f5f-a2ba-6f4ebdc7657b,Fais Gg,https://play-lh.googleusercontent.com/a/ACg8ocLnyPAVk9VbSCclHaYpJ3aYTfkgDVnuCyxCCp7Qcwk3o4cFpg=mo,Kak kenapa saat limit order status updating ya? Jadi jaring tidak kena saat order padahal harga sudah masuk. Dana juga nyangkut di limit order tersebut tidak bisa di batalkan atau di ubah.,1,2,2.44.0,,,2.44.0,3/15/2024,"Sis, why is the limit order status updating? So the net is not hit when ordering even though the price has already been entered. Funds also stuck in the limit order cannot be canceled or changed.","['sis', 'limit', 'order', 'status', 'updating', 'net', 'hit', 'ordering', 'even', 'though', 'price', 'already', 'entered', 'funds', 'also', 'stuck', 'limit', 'order', 'canceled', 'changed']",Negative
22,82ad9c26-ed37-4634-be1c-802a0eb0c9f1,Adi Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjV2LpdmRwBhZuUNrZfAhcyBdbAqACUrrPjnSJU0YczNvPKCSdU,"Aplikasi nya kurang real time candle sama harga ga sinkron, koin sedikit yang naik itu itu aja mohon di perbaiki lagi jika kriteria di atas sudah di perbaiki saya akan beri 5bintang",1,16,2.42.0,,,2.42.0,2/17/2024,"The application lacks real time candles and prices are not synchronized, the coins are only slightly rising, that's all, please fix it again. If the criteria above have been corrected, I will give 5 stars.","['application', 'lacks', 'real', 'time', 'candles', 'prices', 'synchronized', 'coins', 'slightly', 'rising', 'thats', 'please', 'fix', 'criteria', 'corrected', 'give', '5', 'stars']",Positive
23,eaf15a30-d91d-4df1-8ec8-bc31b3877749,david david,https://play-lh.googleusercontent.com/a-/ALV-UjXKN5ypyJOAx4y44mJzjWdn0oxQlLh6fzIhbmNoUCiDmIbzLHGn,Kenapa aplikasi Ajaib kripto: eror pas aplikasi kripto di minta foto KTP sudah saya foto ko ga masuk Udah sepuluh kali saya foto tolong aplikasi Ajaib kripto saya pengguna baru ini masak erro aplikasi takut udah invetasi uang nanti malah eror aplikasi nya,1,0,2.46.0,,,2.46.0,4/18/2024,"Why is the Ajaib crypto application: an error occurs when the crypto application asks for a photo of my KTP, I've taken a photo, but it won't come in. I've taken a photo ten times, please help the Ajaib crypto application.","['ajaib', 'crypto', 'application', 'error', 'occurs', 'crypto', 'application', 'asks', 'photo', 'ktp', 'ive', 'taken', 'photo', 'wont', 'come', 'ive', 'taken', 'photo', 'ten', 'times', 'please', 'help', 'ajaib', 'crypto', 'application']",Positive
24,50107721-57df-465b-8f53-9b730ba605b2,Keyto,https://play-lh.googleusercontent.com/a-/ALV-UjXngFmy_e6J2hCOD8GwzayWxYP9MQn-I1Ub9r6cuLoNHEHbwNv9,"Aneh setiap kali saya beli yang awal naik setelah itu ada perbaikan sistem setelah itu tiba"" harga jadi turun tidak masuk akal tak sesuai harga krypto aslinya ini bagaimana,,?",1,16,2.43.0,,,2.43.0,2/25/2024,"It's strange, every time I buy, the first thing goes up, after that there is a system improvement after that, the price goes down, it doesn't make sense, it doesn't match the original crypto price, what's this?","['strange', 'every', 'time', 'buy', 'first', 'thing', 'goes', 'system', 'improvement', 'price', 'goes', 'doesnt', 'make', 'sense', 'doesnt', 'match', 'original', 'crypto', 'price', 'whats']",Positive
25,74c0efeb-7912-47fa-b5aa-7bd904b22cee,HATERS,https://play-lh.googleusercontent.com/a-/ALV-UjVKCxXBy2fRsE-6ZY9toaDyvf7dBo5qOdHET4Y4m2bwYDOExhEH,"Tolong tambahkan fitur penarikan yang bisa dari aplikasi dana,jangan cuma buat deposit aja bisa,mohon di pertimbangkan, terimakasih",1,0,2.46.5,,,2.46.5,4/29/2024,"Please add a withdrawal feature that can be done from the funds application, don't just make deposits, please consider it, thank you","['please', 'add', 'withdrawal', 'feature', 'done', 'funds', 'application', 'dont', 'make', 'deposits', 'please', 'consider', 'thank']",Positive
26,9171c2f7-05aa-4774-839f-e8f2ca2a72b1,Septian Anggi Priyanto,https://play-lh.googleusercontent.com/a-/ALV-UjXTaWFyXCwwJ-FMe0Fg36rSEoaysTvHk-BaefbsTaBa94To1R0n,"Saya transfer ONDO dari exchange lain ke aplikasi Ajaib kripto, sampai sekarang belum menerimanya di wallet ajaib cripto, saya sudah berusaha menghubungi admin dan sama sekali tidak ada bantuan dan kejelasan atas kendala yang saya alami",1,1,2.44.0,,,2.44.0,3/24/2024,"I transferred ONDO from another exchange to the Ajaib crypto application, until now I haven't received it in the Ajaib crypto wallet, I have tried to contact the admin and there is absolutely no help or clarity regarding the problems I am experiencing","['transferred', 'ondo', 'another', 'exchange', 'ajaib', 'crypto', 'application', 'havent', 'received', 'ajaib', 'crypto', 'wallet', 'tried', 'contact', 'admin', 'absolutely', 'help', 'clarity', 'regarding', 'problems', 'experiencing']",Positive
27,a85d650a-42b1-4b10-b6ed-ee59dd205960,Asep Kusoy,https://play-lh.googleusercontent.com/a/ACg8ocKnIwNJmGgpGkQ4H4GfL61fJlio_HkXqxP2mklW178I0Mn-5g=mo,"Ajaib kripto exchange yang aneh, saya tetapkan harga jual sekian di orderbook, malah beda harganya,otomatis target tp gak kesampe, sumpah ini exchange paling aneh.",1,2,2.44.0,,,2.44.0,3/28/2024,"Strange crypto exchange magic, I set the selling price in the orderbook, but the price was different, automatically the target but didn't reach it, I swear this is the strangest exchange.","['strange', 'crypto', 'exchange', 'magic', 'set', 'selling', 'price', 'orderbook', 'price', 'different', 'automatically', 'target', 'didnt', 'reach', 'swear', 'strangest', 'exchange']",Negative
