,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,,replyContent,repliedAt,appVersion,at,,,,,,
27,a85d650a-42b1-4b10-b6ed-ee59dd205960,Asep Kusoy,https://play-lh.googleusercontent.com/a/ACg8ocKnIwNJmGgpGkQ4H4GfL61fJlio_HkXqxP2mklW178I0Mn-5g=mo,"Ajaib kripto exchange yang aneh, saya tetapkan harga jual sekian di orderbook, malah beda harganya,otomatis target tp gak kesampe, sumpah ini exchange paling aneh.",1,2,2.44.0,,,,2.44.0,3/28/2024,,,,,,
28,09d64aeb-92ed-400b-b153-5b5db84023eb,Adam Hard,https://play-lh.googleusercontent.com/a-/ALV-UjWebF8opG4qJxRigS_DMwlv5-yC7idqYkLsHorAFD5Mog4bBoU,"Jangan Sesekali Coba Pencet Tombol Fitur Earn kawan,aset lu di tahan semua,jadi kalo mau tarik prosesnya lama bgt,gua kesel bgt ga ada pemberitahuan Aset Ditahannya,pokoknya jgn dipencet dah earn nya,takutnya bearish gabisa buru²dijual",1,3,2.44.0,,,,2.44.0,3/15/2024,,,,,,
29,8c1dd399-4d87-4402-b040-3ba9fdecba89,Risza Khoirul,https://play-lh.googleusercontent.com/a/ACg8ocICQPg09MgInGp15Tchxt-zZv69Jpm1e5-k1DnkbjETUBmhPg=mo,"aplikasi cacat pasti klo mau sell di harga tinggi lag, terus pas harga turun baru ke jual. Mending apk sebelah",1,3,2.43.5,,,,2.43.5,4/3/2024,,,,,,
30,b974db99-0064-4495-86fc-3ef157e9dd86,Dhimas Wahyudi,https://play-lh.googleusercontent.com/a-/ALV-UjV7KK5G3PJv3MVottrZw62LPALFrcPvE2ae8lpsSqXlJisra9r9,"Banyak eror,delay ajaib emg ajaib Coin kurang lengkap,fitur kurang,design UI jelek semoga ditingkatkan seperti exchange lainnya kalau gak niat mending gausah bikin app ini sekalian",1,2,2.43.0,,,,2.43.0,4/3/2024,,,,,,
31,caa807e3-99be-4a05-ad32-62489d16d627,Sahabil Ahamad,https://play-lh.googleusercontent.com/a-/ALV-UjXTbXOfCwQ1xgQIaq2Y9ouXiQVvmvzF9pNJEJAcuU4cDUGe6qk,"Apk nya bagus, cuma kekurangan nya gak ada konfersi saldo kecil nya dan domptnya juga gak ada, yang ada dompet cuma BTC, ETH, dan USDT, andai saja apk ini ada dompetnya dan ada konfersi saldo kecilnya, apk yang paling kren daahh🥰🥰🥰",1,0,2.46.0,,,,2.46.0,4/13/2024,,,,,,
32,a485db31-0245-4968-8671-6a6ba5586dfd,chandra Sadeli,https://play-lh.googleusercontent.com/a/ACg8ocIlc1__a0O-cK58pTaPapBFZlyX0icaOtLYB4zT-26ORX_8ww=mo,"Aplikasi exchange paling aneh, harga beli PEPE Rp. 9.000 cuma dapet 71,4 coin tapi dijual cuma dapet Rp. 9. Bukan go to the moon tapi go to uninstall biar gak dikadalin wkwkwk",1,1,2.44.0,,,,2.44.0,3/29/2024,,,,,,
33,f8e7f59a-d82d-4309-bd48-47e9223c9526,Sensational,https://play-lh.googleusercontent.com/a-/ALV-UjXywXGI6Fc0Bb0o_XncfO2gr-KkucBjBeIF7tFBXBzQ8K9Rf9g,Penasaran kalo blom coba sendiri apk nya dan ternyata sesuai rating nya busuk apk nya sampah loh ini masa aplikasi investasi seburuk ini ? Lemot dan gk real time ini harga nya gk cocok buat trading,1,9,2.43.0,,,,2.43.0,2/24/2024,,,,,,
34,80357fef-c738-44e9-abee-8f69212eab5d,Arunika Technologi,https://play-lh.googleusercontent.com/a-/ALV-UjXeT7v4RoVYy-QZu7hglVP7Gg2TpTi183L5vPv8s9dSCsGsZXg,"Kenapa sekarang buat masuk ke akumulasi porto itu agak lama ya, walaupun status di tab transaksi udah match",1,1,2.43.5,,,,2.43.5,10/3/2024,,,,,,
35,8088b51a-56c0-47f4-89bb-bd9d00af01fe,Sultan Bongkar,https://play-lh.googleusercontent.com/a/ACg8ocKhaYbtUGjztji3yRJVstj3xXKhcKNK7vtU7u-TAon1Ayf9=mo,"Aplikasi sampah orang mau ikut depisot ikut tarding ..sudah seharian ..nunggu upgrade masih mnunggu blom trvrivikasi..jauh lbih bgus ,,triv,reku,indodax .. Apk ini apk gk jlas..dah saya unistal",1,0,2.46.5,,,,2.46.5,4/25/2024,,,,,,
36,eeb1544b-1984-4518-bb0d-c52264e6a099,Restu Firmansyah,https://play-lh.googleusercontent.com/a-/ALV-UjUSlF6wBeDpgssmDvwIv8JdgNutXj_QoCJoyMGKk_PZrAHHQpIh,"Masih ngebug ini,saya punya varian aset kripto,tapi pas mau kirim ke wallet lain keterangan saya gapunya aset kripto, aneh 🤣",1,6,2.42.0,,,,2.42.0,2/15/2024,,,,,,
37,b78e37fc-adb5-4cd8-9d29-d8f5731d42f5,Muhammad Shofi'i As'aadi,https://play-lh.googleusercontent.com/a-/ALV-UjVr-odUIOfo2A7E6mmZoI6vhsoYnJ4tzuEdvfLwd1ib85DSbzI2,"Koin vanry gua mana udah gua kirim dari aplikasi pintu lewat e walet polygon matic, gak nyampe ke aplikasi ajaib gimana min, aku dah hubungin admin klen lewat chat tapi sampe skarang blom ada balesan",1,1,2.43.5,,,,2.43.5,3/14/2024,,,,,,
38,23f15ea8-3295-43e6-9401-797fa97e66ae,De' Food's,https://play-lh.googleusercontent.com/a/ACg8ocKSxj90AlpCohPu3ktcOH6vw4RZQtXo48HxJ1PNeBlIGXryXA=mo,"Beamx coin kadang ada limit order nya kadang hanya ada market order saja.., Kenapa bisa begitu ya? Padahal aset kripto lain nya normal² saja tuh.. Kalo tidak ada perbaikan..,mungkin lebih baik trading di aplikasi sebelah aja deh.., Stabil dan fair.. Terimakasih!",1,217,2.39.5,,,,2.39.5,12/17/2023,,,,,,
39,c0b7c8df-c6a5-4098-908b-da95e5faaec3,Haya Pid,https://play-lh.googleusercontent.com/a/ACg8ocJb9XSpigwlTB7ulvSjenby27wSVFXSCpNq6tpwdnWhpEr3TQ=mo,"Sangat lelet,,Buy harga rendah lama, sekali turun mau sell lama juga, ah Cemen aplikasi lemot",1,0,2.46.5,,,,2.46.5,4/23/2024,,,,,,
40,2778669a-325e-4e1f-94e9-758fdaf991a6,Melisa Gb,https://play-lh.googleusercontent.com/a/ACg8ocIZCeBr4MDBD3aIau5Sm9GBl6ONRl4OD3OZgcx0TBSiArB6eg=mo,"Deposit nya cepet giliran withdraw nya lama bener balesannya kaya ga mau bertanggung jawab hadeuh parah si kalo sampe ga dibalikin uang ku, kalo bener dibalikin ku naikin bintang nya 5 skrg 1 dlu sampai uang ku pulang.",1,0,2.46.5,,,,2.46.5,4/23/2024,,,,,,
41,5ce43a6a-d83b-4217-8791-75510ed596cd,Juliantara Putra,https://play-lh.googleusercontent.com/a-/ALV-UjXbzQ6XMyRK32qG4YkRU-vrrK677CpLTvt0eM2BUXEt4FEKgGU,Kebanyakan biaya transfer nya aja sih tolong jangan kebanyakan biaya nya😫🙏🙏🙏,1,0,2.46.0,,,,2.46.0,11/4/2024,,,,,,
42,85ec32aa-7a8c-4540-90b6-32f7ad077c8d,jailani ijai,https://play-lh.googleusercontent.com/a-/ALV-UjXHWrYuzGxF3VhOaAtuTlQr9ks0KQvbi-yOPqgsPwdVPGqV66w,Pengiriman usdt lama sekali Tolong untuk perubahan no.telepon dan akun agar bisa diganti .,1,0,2.46.5,,,,2.46.5,4/30/2024,,,,,,
43,a48983cc-745e-42a7-9fb8-b33444241bd3,johanes tarigan,https://play-lh.googleusercontent.com/a-/ALV-UjUKCjLA40-9gJ3AAQ2A1AlG5T1D28HRMA5ZRv1glc7wsBeCLKE,$ONDO nya bagaimana??? Orang² jual beli $ONDO dan serok cuan. Ini user ajaib cuma bisa nonton!!! $ONDO ada di list tapi gak bisa dibeli. Kalian bodoh atau bagaimana???,1,45,2.46.0,,,,2.46.0,12/4/2024,,,,,,
44,f37dccee-c11d-4893-9d8c-c2939b615310,Bayu Lesmana,https://play-lh.googleusercontent.com/a/ACg8ocL6IvrLbcssoicIj0VkzCPByOULsdv-xrg1Lv9XSkypLByp2w=mo,"Yang kebelet inves mending jangan di apk ini,proses wd nya ribet,udh gitu dana nya ilang gatau ada di mana,di portofolio,inves,ga ada. Untung dana yang hilang ga banyak.buat kalian yang mau invest mending inves emas aj di Reksadana. Kalau urgent lagi btuh bisa langsung di wd ga sampai 5 menit",1,0,2.46.5,,,,2.46.5,4/27/2024,,,,,,
45,ce53ef59-686a-48a6-8774-db17b48c2a47,Robi Darwis,https://play-lh.googleusercontent.com/a/ACg8ocJugQSy7zfIl8N25nmYhTODFlxB1c0zmNXpWK7N3obFk_pvCA=mo,Aplikasi paling buruk wd nya lama bngt live chatnya engga bisa aplikasi scam,1,1,2.46.0,,,,2.46.0,9/4/2024,,,,,,
46,a9af86f8-e18e-41d0-bda5-69045b4bcf05,Malik Ismail-,https://play-lh.googleusercontent.com/a-/ALV-UjVFGAaHz54nUiEHF7ydLCoGq4rz8_SY_THVlbAboGJKyDOBBsSn,"Aplikasi apaan , wd jaringan eth arb ga masuk² , malah ilang 250usd duit gw! Beware yang mau wd di exchange ini!",1,0,2.46.5,,,,2.46.5,4/25/2024,,,,,,
47,213bcf18-e1ba-4084-a219-be943da86906,Muhammad Faisal,https://play-lh.googleusercontent.com/a-/ALV-UjVOcidZ3Y_vnIFw5HjUnsFOQcLyR8tBOlrhDI77CyHN3CVEo9pS,"Aplikasi yang paling lama untuk penarikan dana, setiap tengah malam selalu gangguan, UNINSTALL",1,1,2.44.0,,,,2.44.0,3/29/2024,,,,,,
48,22c081ba-8753-420e-bafc-537a4e19ae9e,kuhaku chanel,https://play-lh.googleusercontent.com/a-/ALV-UjXJYimbm6bXgi2lj-YMyqWk1zrk48SSyB-r4uBBCRC1zfkvIYha,"Baru tadi pagi maintenance siang limit ordernya error harusnya untung 10% malah pas kejual cuma 7%an, mau komplain susah csnya.",1,10,2.45.1,,,,2.45.1,3/31/2024,,,,,,
49,015de8e0-9912-4150-9beb-77fc9d35d9b2,Rizal Brown (r8rown),https://play-lh.googleusercontent.com/a-/ALV-UjXTrxtuwl0LuYeMjwYUdNSwd6k8HCUqPoUR1tu9EXPDzZxdBg,"Baru nyoba app ini eh rupanya saya kecewa Bisa deposit doang tapi gak bisa kirim aset ke wallet lain. Mohon bantuannya dev Trading kena pajak yang bisa dibilang terlalu gede Saran saya buat teman2 download app lain aja, disini repot bro, udah gak lengkap mahal lagi Coba kalau app nya sperti kucoin pasti banyak yang trading disini",1,12,2.41.1,,,,2.41.1,11/2/2024,,,,,,
50,7c81974d-14da-4607-9f3a-21d726d3041f,Abdul Hamid mas,https://play-lh.googleusercontent.com/a-/ALV-UjUuz0OjTUB6tfi_QKKNq4-LDLGxzjktk6vlceMcRNP7jne4KJKg,"Tolong lah buat ajaib buat lebih support investor/trender pemula Kalo bisa fitur StopLose nya bisa diatas harga beli, jika crypto yang dibeli sudah melambung tinggi maka investor/trender masih bisa cuan jika ada guyuran tiba-tiba Dan untuk biaya widraw 9.500 sangat mahal banget bagi pemodal kecil yang cuma ratusan ribu sangat merasa terbebani dan banyak menggerus keuntungan/kerugian kita, saran buat saya biaya WD 2.500-5.000 sudah cukup",1,3,2.41.1,,"Hi kak, terimakasih atas sarannya. Saran kaka kami terima untuk meningkatkan layanan kami kedepannya, jika memiliki kendala silahkan hubungi kami melalui email kami di support.asetkripto@ajaib.co.id. ~ADS",2/9/2023 4:22,2.41.1,4/3/2024,,,,,,
51,ad66cb16-6651-4eb4-94d7-3c057d98db26,L A,https://play-lh.googleusercontent.com/a-/ALV-UjXGuOpgSEQqJrJcI28tU8zN50QQ77-KfcLl2b0lPS3eKkVd4j_F,"Ditulis disitu,bahwa baru bisa deposit jam 2.00 Ini udah 23 menit lewat,ga masuk2,ga muncul2 saldonya,pdahal udah di saldo RDN 😔",1,0,2.43.5,,,,2.43.5,4/20/2024,,,,,,
52,1ea20c65-8ad3-4faa-8f3b-8e2712cb2ee1,teguh sutomo,https://play-lh.googleusercontent.com/a-/ALV-UjUn6UenVI2loAZ7XSUt_eFcNCKNJF7bE8bt8J-_laiYLtNcNUs,"Saldo gua ilang 89.000 habis jual salah satu token padahal ga di tf, udah cancel matchdraw eh malah token ga nambah saldo ilang (tulisannya participally matched)",1,0,2.45.1,,,,2.45.1,8/4/2024,,,,,,
53,b22b7da1-aa26-4ef6-8110-8729ae1acd6c,Dadang Ipey,https://play-lh.googleusercontent.com/a-/ALV-UjWCPwUverKf0WRpdJ9H-iPzzPr5Djc7VUQ_t2lcBF-sCVVac6c,Keterangannya buat akun baru verifikasinya hanya 2 jam kerja tapi sudah lebih 20 hari masih belum acc,1,0,2.45.1,,,,2.45.1,4/4/2024,,,,,,
