reviewId,userName,content,score,reviewCreatedVersion,at,appVersion,remove_special_characters,lowercased_words,cut_mult_char,replace_slang,translated_words,tokenized_words,stopword_removal,processed_sentence,polarity_scores,compound,sentiment
d05a988e-f1fa-446b-b4e9-d04a880f75ad,Mr Rafli,Gimana cara ngatasi masalah reload di ajaib kripto,1,2.43.5,4/3/2024,2.43.5,Gimana cara ngatasi masalah reload di ajaib kripto,gimana cara ngatasi masalah reload di ajaib kripto,gimana cara ngatasi masalah reload di ajaib kripto,bagaimana cara ngatasi masalah reload di ajaib kripto,How to solve the reload problem in Crypto Magic,"['How', 'to', 'solve', 'the', 'reload', 'problem', 'in', 'Crypto', 'Magic']","['How', 'solve', 'reload', 'problem', 'Crypto', 'Magic']",How solve reload problem Crypto Magic,"{'neg': 0.318, 'neu': 0.471, 'pos': 0.212, 'compound': -0.2263}",-0.2263,Negative
7fa9209f-8d9a-4924-bb71-c71beeb9c9fb,Tiara Tiara,"Buka akun ko repotnya minta ampun...apk aneh,apalagi buat transaksi yg lainnya makin susah merepotkan...admin minim respon..no rekomendasi kawan",1,2.43.0,2/24/2024,2.43.0,Buka akun ko repotnya minta ampunapk anehapalagi buat transaksi yg lainnya makin susah merepotkanadmin minim responno rekomendasi kawan,buka akun ko repotnya minta ampunapk anehapalagi buat transaksi yg lainnya makin susah merepotkanadmin minim responno rekomendasi kawan,buka akun ko repotnya minta ampunapk anehapalagi buat transaksi yg lainnya makin susah merepotkanadmin minim responno rekomendasi kawan,buka akun kok repotnya meminta ampunapk anehapalagi buat transaksi yang lainnya makin susah merepotkanadmin minim responno rekomendasi kawan,"opening an account, how come it's a hassle to ask for forgiveness, strange app, especially for other transactions, it's even more difficult to bother the admin, minimal responsiveness, recommendations, friends","['opening', 'an', 'account', ',', 'how', 'come', 'it', ""'s"", 'a', 'hassle', 'to', 'ask', 'for', 'forgiveness', ',', 'strange', 'app', ',', 'especially', 'for', 'other', 'transactions', ',', 'it', ""'s"", 'even', 'more', 'difficult', 'to', 'bother', 'the', 'admin', ',', 'minimal', 'responsiveness', ',', 'recommendations', ',', 'friends']","['opening', 'account', ',', 'come', ""'s"", 'hassle', 'ask', 'forgiveness', ',', 'strange', 'app', ',', 'especially', 'transactions', ',', ""'s"", 'even', 'difficult', 'bother', 'admin', ',', 'minimal', 'responsiveness', ',', 'recommendations', ',', 'friends']","opening account , come 's hassle ask forgiveness , strange app , especially transactions , 's even difficult bother admin , minimal responsiveness , recommendations , friends","{'neg': 0.249, 'neu': 0.558, 'pos': 0.193, 'compound': -0.128}",-0.128,Negative
7af83b2f-6fae-4dbc-93de-ff3c560bf923,Muhammad Noor ikhsan,"Saya merasa di rugikan di ajaib kripto masa beli ondo limit order di 7rb malah kebeli di harga 15rb ,, terus yang ganti kerugian saya siapa, harga ondo aja belum sampai segitu , gimana ini masalah kerugian saya.",1,2.43.0,1/3/2024,2.43.0,Saya merasa di rugikan di ajaib kripto masa beli ondo limit order di 7rb malah kebeli di harga 15rb  terus yang ganti kerugian saya siapa harga ondo aja belum sampai segitu  gimana ini masalah kerugian saya,saya merasa di rugikan di ajaib kripto masa beli ondo limit order di 7rb malah kebeli di harga 15rb  terus yang ganti kerugian saya siapa harga ondo aja belum sampai segitu  gimana ini masalah kerugian saya,saya merasa di rugikan di ajaib kripto masa beli ondo limit order di 7rb malah kebeli di harga 15rb  terus yang ganti kerugian saya siapa harga ondo aja belum sampai segitu  gimana ini masalah kerugian saya,saya merasa di rugikan di ajaib kripto masa beli ondo limit order di 7rb malah kebeli di harga 15rb  terus yang ganti kerugian saya siapa harga ondo saja belum sampai segitu  bagaimana ini masalah kerugian saya,"I feel like I'm at a loss in crypto magic. When I bought the Ondo limit order at 7 thousand, instead I bought it at a price of 15 thousand, who compensated me for my loss? The price of the Ondo hasn't even reached that much. How is this a problem with my loss?","['I', 'feel', 'like', 'I', ""'m"", 'at', 'a', 'loss', 'in', 'crypto', 'magic', '.', 'When', 'I', 'bought', 'the', 'Ondo', 'limit', 'order', 'at', '7', 'thousand', ',', 'instead', 'I', 'bought', 'it', 'at', 'a', 'price', 'of', '15', 'thousand', ',', 'who', 'compensated', 'me', 'for', 'my', 'loss', '?', 'The', 'price', 'of', 'the', 'Ondo', 'has', ""n't"", 'even', 'reached', 'that', 'much', '.', 'How', 'is', 'this', 'a', 'problem', 'with', 'my', 'loss', '?']","['I', 'feel', 'like', 'I', ""'m"", 'loss', 'crypto', 'magic', '.', 'When', 'I', 'bought', 'Ondo', 'limit', 'order', '7', 'thousand', ',', 'instead', 'I', 'bought', 'price', '15', 'thousand', ',', 'compensated', 'loss', '?', 'The', 'price', 'Ondo', ""n't"", 'even', 'reached', 'much', '.', 'How', 'problem', 'loss', '?']","I feel like I 'm loss crypto magic . When I bought Ondo limit order 7 thousand , instead I bought price 15 thousand , compensated loss ? The price Ondo n't even reached much . How problem loss ?","{'neg': 0.306, 'neu': 0.626, 'pos': 0.068, 'compound': -0.7754}",-0.7754,Negative
0fbe916e-fc19-4395-9617-a16a311378f9,Re Za,Susah kali buat verifikasi ktp Udah berulang2 saya coba gagal terus Ampe pake ktp teman juga gagal alasan jaringan eror padahal jaringan ku bagus,1,2.44.0,3/16/2024,2.44.0,Susah kali buat verifikasi ktp Udah berulang2 saya coba gagal terus Ampe pake ktp teman juga gagal alasan jaringan eror padahal jaringan ku bagus,susah kali buat verifikasi ktp udah berulang2 saya coba gagal terus ampe pake ktp teman juga gagal alasan jaringan eror padahal jaringan ku bagus,susah kali buat verifikasi ktp udah berulang2 saya coba gagal terus ampe pake ktp teman juga gagal alasan jaringan eror padahal jaringan ku bagus,susah kali buat verifikasi ktp sudah berulang2 saya coba gagal terus sampai pakai ktp teman juga gagal alasan jaringan eror padahal jaringan ku bagus,"It's hard to verify my ID card, I've tried several times and failed, and using a friend's ID card also failed due to a network error even though my network is good.","['It', ""'s"", 'hard', 'to', 'verify', 'my', 'ID', 'card', ',', 'I', ""'ve"", 'tried', 'several', 'times', 'and', 'failed', ',', 'and', 'using', 'a', 'friend', ""'s"", 'ID', 'card', 'also', 'failed', 'due', 'to', 'a', 'network', 'error', 'even', 'though', 'my', 'network', 'is', 'good', '.']","['It', ""'s"", 'hard', 'verify', 'ID', 'card', ',', 'I', ""'ve"", 'tried', 'several', 'times', 'failed', ',', 'using', 'friend', ""'s"", 'ID', 'card', 'also', 'failed', 'due', 'network', 'error', 'even', 'though', 'network', 'good', '.']","It 's hard verify ID card , I 've tried several times failed , using friend 's ID card also failed due network error even though network good .","{'neg': 0.299, 'neu': 0.531, 'pos': 0.17, 'compound': -0.5574}",-0.5574,Negative
2b63ea74-1c92-47f3-9136-843cd38938a6,Putri Anggraini,"Mana nih gue ga bisa buat akun, tulisan nya terjadi kesalahan",1,2.43.5,5/3/2024,2.43.5,Mana nih gue ga bisa buat akun tulisan nya terjadi kesalahan,mana nih gue ga bisa buat akun tulisan nya terjadi kesalahan,mana nih gue ga bisa buat akun tulisan nya terjadi kesalahan,mana nih gue enggak bisa buat akun tulisan nya terjadi kesalahan,"where I can't create an account, there's an error","['where', 'I', 'ca', ""n't"", 'create', 'an', 'account', ',', 'there', ""'s"", 'an', 'error']","['I', 'ca', ""n't"", 'create', 'account', ',', ""'s"", 'error']","I ca n't create account , 's error","{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.5445}",-0.5445,Negative
625788f7-727c-45c6-bfe2-da3047223969,Oka Lakoro (Oka),"Udah deposit ke rek permata ajaib kripto, eh malah disuruh deposit lagi ke akun kripto jdi bayar 7500. Apa sih kalau gajelas sistem depositnya. Dah rugi 7500.",1,2.43.0,2/28/2024,2.43.0,Udah deposit ke rek permata ajaib kripto eh malah disuruh deposit lagi ke akun kripto jdi bayar 7500 Apa sih kalau gajelas sistem depositnya Dah rugi 7500,udah deposit ke rek permata ajaib kripto eh malah disuruh deposit lagi ke akun kripto jdi bayar 7500 apa sih kalau gajelas sistem depositnya dah rugi 7500,udah deposit ke rek permata ajaib kripto eh malah disuruh deposit lagi ke akun kripto jdi bayar 7500 apa sih kalau gajelas sistem depositnya dah rugi 7500,sudah deposit ke rek permata ajaib kripto eh malah disuruh deposit lagi ke akun kripto jadi bayar 7500 apa sih kalau enggak jelas sistem depositnya deh rugi 7500,"I already deposited into the crypto magic gem account, but instead I was told to deposit again into the crypto account, so I paid 7,500, what if the deposit system wasn't clear, I lost 7,500","['I', 'already', 'deposited', 'into', 'the', 'crypto', 'magic', 'gem', 'account', ',', 'but', 'instead', 'I', 'was', 'told', 'to', 'deposit', 'again', 'into', 'the', 'crypto', 'account', ',', 'so', 'I', 'paid', '7,500', ',', 'what', 'if', 'the', 'deposit', 'system', 'was', ""n't"", 'clear', ',', 'I', 'lost', '7,500']","['I', 'already', 'deposited', 'crypto', 'magic', 'gem', 'account', ',', 'instead', 'I', 'told', 'deposit', 'crypto', 'account', ',', 'I', 'paid', '7,500', ',', 'deposit', 'system', ""n't"", 'clear', ',', 'I', 'lost', '7,500']","I already deposited crypto magic gem account , instead I told deposit crypto account , I paid 7,500 , deposit system n't clear , I lost 7,500","{'neg': 0.103, 'neu': 0.804, 'pos': 0.093, 'compound': -0.0572}",-0.0572,Negative
86b8ba50-a0ac-4dbd-b86c-d854137528c2,Respect Jateng,Setelah di update malah sering eror.,1,2.43.5,5/3/2024,2.43.5,Setelah di update malah sering eror,setelah di update malah sering eror,setelah di update malah sering eror,setelah di update malah sering eror,"After updating, there are often errors","['After', 'updating', ',', 'there', 'are', 'often', 'errors']","['After', 'updating', ',', 'often', 'errors']","After updating , often errors","{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative
6554473b-a721-439b-ad58-3b06abc2e07b,Goblok Tolol,Adminnya ga ngotak....tolong kecilin lagi. 304k kirim ke wallet lain adminya 40k sendiri...,1,2.42.0,2/16/2024,2.42.0,Adminnya ga ngotaktolong kecilin lagi 304k kirim ke wallet lain adminya 40k sendiri,adminnya ga ngotaktolong kecilin lagi 304k kirim ke wallet lain adminya 40k sendiri,adminnya ga ngotaktolong kecilin lagi 304k kirim ke wallet lain adminya 40k sendiri,adminnya enggak ngotaktolong kecilin lagi 304k kirim ke wallet lain adminya 40k sendiri,"the admin doesn't understand, please reduce it again, 304k, send it to another wallet, the admin has 40k himself","['the', 'admin', 'does', ""n't"", 'understand', ',', 'please', 'reduce', 'it', 'again', ',', '304k', ',', 'send', 'it', 'to', 'another', 'wallet', ',', 'the', 'admin', 'has', '40k', 'himself']","['admin', ""n't"", 'understand', ',', 'please', 'reduce', ',', '304k', ',', 'send', 'another', 'wallet', ',', 'admin', '40k']","admin n't understand , please reduce , 304k , send another wallet , admin 40k","{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.2411}",-0.2411,Negative
785fc114-9205-42ed-be8f-57f7b5096038,ENDI NURJAMAN,Banyak kekurangannya wajib bintang 1 nyesel juga pake aplikasi ini . Pertama ga bisa edit watchlist Kedua indicator ga realtime Ketiga perubahan rekening 3 hari Keempat banyak bugnya Dll..,1,,4/24/2024,,Banyak kekurangannya wajib bintang 1 nyesel juga pake aplikasi ini  Pertama ga bisa edit watchlist Kedua indicator ga realtime Ketiga perubahan rekening 3 hari Keempat banyak bugnya Dll,banyak kekurangannya wajib bintang 1 nyesel juga pake aplikasi ini  pertama ga bisa edit watchlist kedua indicator ga realtime ketiga perubahan rekening 3 hari keempat banyak bugnya dll,banyak kekurangannya wajib bintang 1 nyesel juga pake aplikasi ini  pertama ga bisa edit watchlist kedua indicator ga realtime ketiga perubahan rekening 3 hari keempat banyak bugnya dll,banyak kekurangannya wajib bintang 1 menyesal juga pakai aplikasi ini  pertama enggak bisa edit watchlist kedua indicator enggak realtime ketiga perubahan rekening 3 hari keempat banyak bugnya dll,"there are lots of drawbacks, you have to give 1 star, regret using this application, firstly you can't edit the watchlist, secondly, the indicator is not real time, thirdly, account changes 3 days, fourthly, there are lots of bugs, etc.","['there', 'are', 'lots', 'of', 'drawbacks', ',', 'you', 'have', 'to', 'give', '1', 'star', ',', 'regret', 'using', 'this', 'application', ',', 'firstly', 'you', 'ca', ""n't"", 'edit', 'the', 'watchlist', ',', 'secondly', ',', 'the', 'indicator', 'is', 'not', 'real', 'time', ',', 'thirdly', ',', 'account', 'changes', '3', 'days', ',', 'fourthly', ',', 'there', 'are', 'lots', 'of', 'bugs', ',', 'etc', '.']","['lots', 'drawbacks', ',', 'give', '1', 'star', ',', 'regret', 'using', 'application', ',', 'firstly', 'ca', ""n't"", 'edit', 'watchlist', ',', 'secondly', ',', 'indicator', 'real', 'time', ',', 'thirdly', ',', 'account', 'changes', '3', 'days', ',', 'fourthly', ',', 'lots', 'bugs', ',', 'etc', '.']","lots drawbacks , give 1 star , regret using application , firstly ca n't edit watchlist , secondly , indicator real time , thirdly , account changes 3 days , fourthly , lots bugs , etc .","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
268f8779-fe4c-4f87-acf2-65078a4d9020,Farrel Haidar,Ketika ingin transaksi selalu saja ada masalah. Ketika ingin jual dan beli selalu tertahan,1,2.40.0,4/1/2024,2.40.0,Ketika ingin transaksi selalu saja ada masalah Ketika ingin jual dan beli selalu tertahan,ketika ingin transaksi selalu saja ada masalah ketika ingin jual dan beli selalu tertahan,ketika ingin transaksi selalu saja ada masalah ketika ingin jual dan beli selalu tertahan,ketika ingin transaksi selalu saja ada masalah ketika ingin jual dan beli selalu tertahan,When you want to make a transaction there is always a problem when you want to buy and sell and it always gets stuck,"['When', 'you', 'want', 'to', 'make', 'a', 'transaction', 'there', 'is', 'always', 'a', 'problem', 'when', 'you', 'want', 'to', 'buy', 'and', 'sell', 'and', 'it', 'always', 'gets', 'stuck']","['When', 'want', 'make', 'transaction', 'always', 'problem', 'want', 'buy', 'sell', 'always', 'gets', 'stuck']",When want make transaction always problem want buy sell always gets stuck,"{'neg': 0.307, 'neu': 0.523, 'pos': 0.17, 'compound': -0.4767}",-0.4767,Negative
ca766e48-f5d1-452c-a2fb-29db7f865ec0,Aldino Capri Dwi tama,"Aplikasi scammers transaksi hash dan saya cek wallet sudah masuk tp di portofolio kosong, fitur cs ga guna... Sampah semua orang ajaib Real ajaib aplikasinya",1,2.38.0,11/26/2023,2.38.0,Aplikasi scammers transaksi hash dan saya cek wallet sudah masuk tp di portofolio kosong fitur cs ga guna Sampah semua orang ajaib Real ajaib aplikasinya,aplikasi scammers transaksi hash dan saya cek wallet sudah masuk tp di portofolio kosong fitur cs ga guna sampah semua orang ajaib real ajaib aplikasinya,aplikasi scammers transaksi hash dan saya cek wallet sudah masuk tp di portofolio kosong fitur cs ga guna sampah semua orang ajaib real ajaib aplikasinya,aplikasi scammers transaksi hash dan saya cek wallet sudah masuk tapi di portofolio kosong fitur cs enggak guna sampah semua orang ajaib real ajaib aplikasinya,"the hash transaction scammers application and I checked the wallet, it was in but the portfolio was empty, the CS feature didn't work, it was rubbish, everyone was really magical, the application was really magical","['the', 'hash', 'transaction', 'scammers', 'application', 'and', 'I', 'checked', 'the', 'wallet', ',', 'it', 'was', 'in', 'but', 'the', 'portfolio', 'was', 'empty', ',', 'the', 'CS', 'feature', 'did', ""n't"", 'work', ',', 'it', 'was', 'rubbish', ',', 'everyone', 'was', 'really', 'magical', ',', 'the', 'application', 'was', 'really', 'magical']","['hash', 'transaction', 'scammers', 'application', 'I', 'checked', 'wallet', ',', 'portfolio', 'empty', ',', 'CS', 'feature', ""n't"", 'work', ',', 'rubbish', ',', 'everyone', 'really', 'magical', ',', 'application', 'really', 'magical']","hash transaction scammers application I checked wallet , portfolio empty , CS feature n't work , rubbish , everyone really magical , application really magical","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
dd7fdfd9-d639-4f02-a1d5-8b554a50d9ef,markan ramadhan,Pernah mau beli suatu koin dengan limit order pas mau di cancel proses cenceling nya 2 jam lebih,1,2.40.0,4/1/2024,2.40.0,Pernah mau beli suatu koin dengan limit order pas mau di cancel proses cenceling nya 2 jam lebih,pernah mau beli suatu koin dengan limit order pas mau di cancel proses cenceling nya 2 jam lebih,pernah mau beli suatu koin dengan limit order pas mau di cancel proses cenceling nya 2 jam lebih,pernah mau beli suatu koin dengan limit order pas mau di cancel proses cenceling nya 2 jam lebih,"I once wanted to buy a coin with a limit order, but when I wanted to cancel it, the cancellation process took more than 2 hours.","['I', 'once', 'wanted', 'to', 'buy', 'a', 'coin', 'with', 'a', 'limit', 'order', ',', 'but', 'when', 'I', 'wanted', 'to', 'cancel', 'it', ',', 'the', 'cancellation', 'process', 'took', 'more', 'than', '2', 'hours', '.']","['I', 'wanted', 'buy', 'coin', 'limit', 'order', ',', 'I', 'wanted', 'cancel', ',', 'cancellation', 'process', 'took', '2', 'hours', '.']","I wanted buy coin limit order , I wanted cancel , cancellation process took 2 hours .","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
3204b88b-37c7-45e7-8f12-f6c4376ede32,Moh Azhar Maolana,"Notif nya ilangin lah, masa setiap refres aplikasi ada notif ""Mohon diperhatikan BLA BLA"" gimana cara ngilangin nya",1,2.38.0,11/19/2023,2.38.0,Notif nya ilangin lah masa setiap refres aplikasi ada notif Mohon diperhatikan BLA BLA gimana cara ngilangin nya,notif nya ilangin lah masa setiap refres aplikasi ada notif mohon diperhatikan bla bla gimana cara ngilangin nya,notif nya ilangin lah masa setiap refres aplikasi ada notif mohon diperhatikan bla bla gimana cara ngilangin nya,notif nya ilangin lah masa setiap refres aplikasi ada notif mohon diperhatikan bla bla bagaimana cara menghilangkan nya,"the notification disappears, every time the application is refreshed, there is a notification, please pay attention, blah, blah, how do I get rid of it?","['the', 'notification', 'disappears', ',', 'every', 'time', 'the', 'application', 'is', 'refreshed', ',', 'there', 'is', 'a', 'notification', ',', 'please', 'pay', 'attention', ',', 'blah', ',', 'blah', ',', 'how', 'do', 'I', 'get', 'rid', 'of', 'it', '?']","['notification', 'disappears', ',', 'every', 'time', 'application', 'refreshed', ',', 'notification', ',', 'please', 'pay', 'attention', ',', 'blah', ',', 'blah', ',', 'I', 'get', 'rid', '?']","notification disappears , every time application refreshed , notification , please pay attention , blah , blah , I get rid ?","{'neg': 0.369, 'neu': 0.503, 'pos': 0.128, 'compound': -0.3182}",-0.3182,Negative
98e9b0d6-4249-480f-8f70-ca1e01f50860,Reza Rama,"Plis lah, kasih opsi penambahan akun rekening penarikan. Buruk bgt ah mau ganti rekening aja kaga bisa",1,2.41.0,1/13/2024,2.41.0,Plis lah kasih opsi penambahan akun rekening penarikan Buruk bgt ah mau ganti rekening aja kaga bisa,plis lah kasih opsi penambahan akun rekening penarikan buruk bgt ah mau ganti rekening aja kaga bisa,plis lah kasih opsi penambahan akun rekening penarikan buruk bgt ah mau ganti rekening aja kaga bisa,plis lah kasih opsi penambahan akun rekening penarikan buruk banget ah mau ganti rekening saja kagak bisa,"Please give me the option to add an account. The withdrawal account is really bad, I just can't change my account","['Please', 'give', 'me', 'the', 'option', 'to', 'add', 'an', 'account', '.', 'The', 'withdrawal', 'account', 'is', 'really', 'bad', ',', 'I', 'just', 'ca', ""n't"", 'change', 'my', 'account']","['Please', 'give', 'option', 'add', 'account', '.', 'The', 'withdrawal', 'account', 'really', 'bad', ',', 'I', 'ca', ""n't"", 'change', 'account']","Please give option add account . The withdrawal account really bad , I ca n't change account","{'neg': 0.208, 'neu': 0.605, 'pos': 0.187, 'compound': -0.3384}",-0.3384,Negative
fef93f00-424c-45a4-a375-2cd43ac33bf4,Andri cilamaya,najisss aplikasi lemot apa lg pitur earen nya nipu .ganti rekening sampe 5hari aplikasi bloon,1,2.42.0,2/19/2024,2.42.0,najisss aplikasi lemot apa lg pitur earen nya nipu ganti rekening sampe 5hari aplikasi bloon,najisss aplikasi lemot apa lg pitur earen nya nipu ganti rekening sampe 5hari aplikasi bloon,najis aplikasi lemot apa lg pitur earen nya nipu ganti rekening sampe 5hari aplikasi bloon,najis aplikasi lemot apa lagi pitur earen nya nipu ganti rekening sampai 5hari aplikasi bloon,"unclean, slow application, what's more, earen's pitur cheats on changing accounts for up to 5 days, stupid application","['unclean', ',', 'slow', 'application', ',', 'what', ""'s"", 'more', ',', 'earen', ""'s"", 'pitur', 'cheats', 'on', 'changing', 'accounts', 'for', 'up', 'to', '5', 'days', ',', 'stupid', 'application']","['unclean', ',', 'slow', 'application', ',', ""'s"", ',', 'earen', ""'s"", 'pitur', 'cheats', 'changing', 'accounts', '5', 'days', ',', 'stupid', 'application']","unclean , slow application , 's , earen 's pitur cheats changing accounts 5 days , stupid application","{'neg': 0.36, 'neu': 0.64, 'pos': 0.0, 'compound': -0.7351}",-0.7351,Negative
63db943c-0025-4c80-8f45-d295b4c30509,Wong Kito Channel,"Aplikasinya aneh,harga nya gak sesuai sama di tempat lain,terlalu ketara manipulasi harga nya,apalagi kalau kita lihat cat nya pas naik dan turun masa bisa bebarengan sama koin2 lain jam dan hari nya😂",1,,3/14/2024,,Aplikasinya anehharga nya gak sesuai sama di tempat lainterlalu ketara manipulasi harga nyaapalagi kalau kita lihat cat nya pas naik dan turun masa bisa bebarengan sama koin2 lain jam dan hari nya,aplikasinya anehharga nya gak sesuai sama di tempat lainterlalu ketara manipulasi harga nyaapalagi kalau kita lihat cat nya pas naik dan turun masa bisa bebarengan sama koin2 lain jam dan hari nya,aplikasinya anehharga nya gak sesuai sama di tempat lainterlalu ketara manipulasi harga nyaapalagi kalau kita lihat cat nya pas naik dan turun masa bisa bebarengan sama koin2 lain jam dan hari nya,aplikasinya anehharga nya enggak sesuai sama di tempat lainterlalu tertara manipulasi harga nyaapalagi kalau kita lihat cat nya pas naik dan turun masa bisa bebarengan sama koin2 lain jam dan hari nya,"the application is strange, the price doesn't match the same as in other places, there is too much price manipulation, especially if we look at the paint when it goes up and down, the time can coincide with other coins at other times and days","['the', 'application', 'is', 'strange', ',', 'the', 'price', 'does', ""n't"", 'match', 'the', 'same', 'as', 'in', 'other', 'places', ',', 'there', 'is', 'too', 'much', 'price', 'manipulation', ',', 'especially', 'if', 'we', 'look', 'at', 'the', 'paint', 'when', 'it', 'goes', 'up', 'and', 'down', ',', 'the', 'time', 'can', 'coincide', 'with', 'other', 'coins', 'at', 'other', 'times', 'and', 'days']","['application', 'strange', ',', 'price', ""n't"", 'match', 'places', ',', 'much', 'price', 'manipulation', ',', 'especially', 'look', 'paint', 'goes', ',', 'time', 'coincide', 'coins', 'times', 'days']","application strange , price n't match places , much price manipulation , especially look paint goes , time coincide coins times days","{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative
245ff481-0ca3-47dc-b591-f1365d05c8b1,ISMAIL 709,"Ajaib ini gak bagus, knapa selalu berubah. Sudah lebih 122 orang transaksi yang memenuhi syarat dan ketentuan hanya 99 sisanya terindikasi. Padahal tidak pernah login 2 akun lebih 1 device pokoknya cs ajaib tidak konsistem",1,2.15.1,1/23/2023,2.15.1,Ajaib ini gak bagus knapa selalu berubah Sudah lebih 122 orang transaksi yang memenuhi syarat dan ketentuan hanya 99 sisanya terindikasi Padahal tidak pernah login 2 akun lebih 1 device pokoknya cs ajaib tidak konsistem,ajaib ini gak bagus knapa selalu berubah sudah lebih 122 orang transaksi yang memenuhi syarat dan ketentuan hanya 99 sisanya terindikasi padahal tidak pernah login 2 akun lebih 1 device pokoknya cs ajaib tidak konsistem,ajaib ini gak bagus knapa selalu berubah sudah lebih 122 orang transaksi yang memenuhi syarat dan ketentuan hanya 99 sisanya terindikasi padahal tidak pernah login 2 akun lebih 1 device pokoknya cs ajaib tidak konsistem,ajaib ini enggak bagus knapa selalu berubah sudah lebih 122 orang transaksi yang memenuhi syarat dan ketentuan hanya 99 sisanya terindikasi padahal tidak pernah login 2 akun lebih 1 device pokoknya cs ajaib tidak konsistem,"This magic isn't good, why is it always changing? There have been more than 122 transactions that meet the terms and conditions, only the remaining 99 are indicated even though they never logged in. 2 accounts on more than 1 device. Basically, the magical CS is not consistent.","['This', 'magic', 'is', ""n't"", 'good', ',', 'why', 'is', 'it', 'always', 'changing', '?', 'There', 'have', 'been', 'more', 'than', '122', 'transactions', 'that', 'meet', 'the', 'terms', 'and', 'conditions', ',', 'only', 'the', 'remaining', '99', 'are', 'indicated', 'even', 'though', 'they', 'never', 'logged', 'in', '.', '2', 'accounts', 'on', 'more', 'than', '1', 'device', '.', 'Basically', ',', 'the', 'magical', 'CS', 'is', 'not', 'consistent', '.']","['This', 'magic', ""n't"", 'good', ',', 'always', 'changing', '?', 'There', '122', 'transactions', 'meet', 'terms', 'conditions', ',', 'remaining', '99', 'indicated', 'even', 'though', 'never', 'logged', '.', '2', 'accounts', '1', 'device', '.', 'Basically', ',', 'magical', 'CS', 'consistent', '.']","This magic n't good , always changing ? There 122 transactions meet terms conditions , remaining 99 indicated even though never logged . 2 accounts 1 device . Basically , magical CS consistent .","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3412}",-0.3412,Negative
45619d5d-45c5-4c2c-a21b-c50d906322da,framzz Rabbit,Kenapa jadi lemot g bisa liat aset,1,2.43.5,4/3/2024,2.43.5,Kenapa jadi lemot g bisa liat aset,kenapa jadi lemot g bisa liat aset,kenapa jadi lemot g bisa liat aset,kenapa jadi lemot enggak bisa lihat aset,why is it so slow that you can't see assets?,"['why', 'is', 'it', 'so', 'slow', 'that', 'you', 'ca', ""n't"", 'see', 'assets', '?']","['slow', 'ca', ""n't"", 'see', 'assets', '?']",slow ca n't see assets ?,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.1326}",-0.1326,Negative
8e5e3ea3-42f4-44be-bd62-625076e33eee,Mila gaming,"Masalah udah kirim penarikan dari hilang kok, napa gak masuk usdt karena takut kesal ku",1,2.43.0,3/13/2024,2.43.0,Masalah udah kirim penarikan dari hilang kok napa gak masuk usdt karena takut kesal ku,masalah udah kirim penarikan dari hilang kok napa gak masuk usdt karena takut kesal ku,masalah udah kirim penarikan dari hilang kok napa gak masuk usdt karena takut kesal ku,masalah sudah kirim penarikan dari hilang kok kenapa enggak masuk usdt karena takut kesal ku,"The problem is that I've sent the withdrawal and it's gone, why isn't it entering USDT because I'm afraid I'll be annoyed?","['The', 'problem', 'is', 'that', 'I', ""'ve"", 'sent', 'the', 'withdrawal', 'and', 'it', ""'s"", 'gone', ',', 'why', 'is', ""n't"", 'it', 'entering', 'USDT', 'because', 'I', ""'m"", 'afraid', 'I', ""'ll"", 'be', 'annoyed', '?']","['The', 'problem', 'I', ""'ve"", 'sent', 'withdrawal', ""'s"", 'gone', ',', ""n't"", 'entering', 'USDT', 'I', ""'m"", 'afraid', 'I', ""'ll"", 'annoyed', '?']","The problem I 've sent withdrawal 's gone , n't entering USDT I 'm afraid I 'll annoyed ?","{'neg': 0.305, 'neu': 0.632, 'pos': 0.063, 'compound': -0.6369}",-0.6369,Negative
