reviewId,userName,content,score,reviewCreatedVersion,at,appVersion,remove_special_characters,lowercased_words,cut_mult_char,replace_slang,translated_words,tokenized_words,stopword_removal,processed_sentence
f80e7ec1-a267-405f-8bc5-b3ab259ffd1a,Yuu Neko,"Anjay Hilang 120k Gara Gara Suruh Buat akun Lagi Padahal gada tuh, gw keluar akun",1,2.43.0,8/4/2024,2.43.0,Anjay Hilang 120k Gara Gara Suruh Buat akun Lagi Padahal gada tuh gw keluar akun,anjay hilang 120k gara gara suruh buat akun lagi padahal gada tuh gw keluar akun,anjay hilang 120k gara gara suruh buat akun lagi padahal gada tuh gw keluar akun,anjay hilang 120k gara gara suruh buat akun lagi padahal enggak ada tuh gue keluar akun,"Anjay lost 120k because he told me to create another account even though there wasn't one, I left the account","['Anjay', 'lost', '120k', 'because', 'he', 'told', 'me', 'to', 'create', 'another', 'account', 'even', 'though', 'there', 'was', ""n't"", 'one', ',', 'I', 'left', 'the', 'account']","['Anjay', 'lost', '120k', 'told', 'create', 'another', 'account', 'even', 'though', ""n't"", 'one', ',', 'I', 'left', 'account']","Anjay lost 120k told create another account even though n't one , I left account"
bbb5c5dc-e8dd-4e2c-9289-6a40035e000e,Aldo Bayu Prastyo,"Dimohon untuk fast respon dalam tranksaksi apaun di ajaib, terutam withdrawnya.",1,2.40.0,12/25/2023,2.40.0,Dimohon untuk fast respon dalam tranksaksi apaun di ajaib terutam withdrawnya,dimohon untuk fast respon dalam tranksaksi apaun di ajaib terutam withdrawnya,dimohon untuk fast respon dalam tranksaksi apaun di ajaib terutam withdrawnya,dimohon untuk fast respon dalam tranksaksi apaun di ajaib terutam withdrawnya,"We ask for a fast response in any transaction at Magic, especially withdrawals","['We', 'ask', 'for', 'a', 'fast', 'response', 'in', 'any', 'transaction', 'at', 'Magic', ',', 'especially', 'withdrawals']","['We', 'ask', 'fast', 'response', 'transaction', 'Magic', ',', 'especially', 'withdrawals']","We ask fast response transaction Magic , especially withdrawals"
1510ec90-4968-45d7-92f5-dca4c9df32d9,Muhammad Ryan,"Saya wd tapi salah penarikan larinya ke bank permata,terus saya chat costom nya ga di balas²",1,2.42.0,2/23/2024,2.42.0,Saya wd tapi salah penarikan larinya ke bank permataterus saya chat costom nya ga di balas²,saya wd tapi salah penarikan larinya ke bank permataterus saya chat costom nya ga di balas²,saya wd tapi salah penarikan larinya ke bank permataterus saya chat costom nya ga di balas²,saya wd tapi salah penarikan larinya ke bank permataterus saya chat costom nya enggak di balas²,"I withdrew but made the wrong withdrawal and went to Permata Bank, then I chatted with Custom and didn't reply","['I', 'withdrew', 'but', 'made', 'the', 'wrong', 'withdrawal', 'and', 'went', 'to', 'Permata', 'Bank', ',', 'then', 'I', 'chatted', 'with', 'Custom', 'and', 'did', ""n't"", 'reply']","['I', 'withdrew', 'made', 'wrong', 'withdrawal', 'went', 'Permata', 'Bank', ',', 'I', 'chatted', 'Custom', ""n't"", 'reply']","I withdrew made wrong withdrawal went Permata Bank , I chatted Custom n't reply"
0d350b9f-f605-4e93-86c6-d2a254f41af7,Heri Purnomo,"hapus aja fitur penarikan ke saldo rdn min, ga guna kalau orang buru buru gimana, yang ada kerja 2x",1,2.45.1,5/4/2024,2.45.1,hapus aja fitur penarikan ke saldo rdn min ga guna kalau orang buru buru gimana yang ada kerja 2x,hapus aja fitur penarikan ke saldo rdn min ga guna kalau orang buru buru gimana yang ada kerja 2x,hapus aja fitur penarikan ke saldo rdn min ga guna kalau orang buru buru gimana yang ada kerja 2x,hapus saja fitur penarikan ke saldo rdn min enggak guna kalau orang buru buru bagaimana yang ada kerja 2x,"just remove the withdrawal feature to min's RDN balance, it's not useful if people are in a hurry, how can the existing one work twice","['just', 'remove', 'the', 'withdrawal', 'feature', 'to', 'min', ""'s"", 'RDN', 'balance', ',', 'it', ""'s"", 'not', 'useful', 'if', 'people', 'are', 'in', 'a', 'hurry', ',', 'how', 'can', 'the', 'existing', 'one', 'work', 'twice']","['remove', 'withdrawal', 'feature', 'min', ""'s"", 'RDN', 'balance', ',', ""'s"", 'useful', 'people', 'hurry', ',', 'existing', 'one', 'work', 'twice']","remove withdrawal feature min 's RDN balance , 's useful people hurry , existing one work twice"
22e1f4d5-c73b-40b2-bf87-c14b87985147,dika khoirul,fee nya terlalu besar kalo mau di swap,1,2.40.0,12/26/2023,2.40.0,fee nya terlalu besar kalo mau di swap,fee nya terlalu besar kalo mau di swap,fee nya terlalu besar kalo mau di swap,fee nya terlalu besar kalo mau di swap,The fee is too big if you want to swap,"['The', 'fee', 'is', 'too', 'big', 'if', 'you', 'want', 'to', 'swap']","['The', 'fee', 'big', 'want', 'swap']",The fee big want swap
bab28135-6240-4ef9-85bb-f47fad571898,Hilmi Abiyya,tolong untuk kasus ondo segera ditangani dan ditunggu tanggung jawab kalian.,1,2.43.0,2/3/2024,2.43.0,tolong untuk kasus ondo segera ditangani dan ditunggu tanggung jawab kalian,tolong untuk kasus ondo segera ditangani dan ditunggu tanggung jawab kalian,tolong untuk kasus ondo segera ditangani dan ditunggu tanggung jawab kalian,tolong untuk kasus ondo segera ditangani dan ditunggu tanggung jawab kalian,Please handle the Ondo case immediately and wait for your responsibility,"['Please', 'handle', 'the', 'Ondo', 'case', 'immediately', 'and', 'wait', 'for', 'your', 'responsibility']","['Please', 'handle', 'Ondo', 'case', 'immediately', 'wait', 'responsibility']",Please handle Ondo case immediately wait responsibility
a7d72dda-0af1-44ac-a318-6da12ba8670d,M. N. S. Jati K,Fitur earn gimana si udah setor tgl 8 sampe tgl 10 masih diproses,1,2.44.0,10/3/2024,2.44.0,Fitur earn gimana si udah setor tgl 8 sampe tgl 10 masih diproses,fitur earn gimana si udah setor tgl 8 sampe tgl 10 masih diproses,fitur earn gimana si udah setor tgl 8 sampe tgl 10 masih diproses,fitur earn bagaimana sih sudah setor tanggal 8 sampai tanggal 10 masih diproses,"Earn feature, how do you make a deposit from the 8th to the 10th and it is still being processed","['Earn', 'feature', ',', 'how', 'do', 'you', 'make', 'a', 'deposit', 'from', 'the', '8th', 'to', 'the', '10th', 'and', 'it', 'is', 'still', 'being', 'processed']","['Earn', 'feature', ',', 'make', 'deposit', '8th', '10th', 'still', 'processed']","Earn feature , make deposit 8th 10th still processed"
429d3f0b-aaa6-487d-8bdb-5b96a7e437eb,fajarudin aspahadi,Chat support agent gak di respon... Hanya di layani pakai robot ai... Masa' iya saya bisa deposit tapi tidak bisa transaksi (beli Cripto) dan Karena panik saya mau narik gak bisa.. alasan nya di bekukan.. kalo emang iya di bekukan kenapa bisa deposit tapi tidak bisa transaksi dan narik.. kan gak bisa di apa2in deposit saya...,1,2.27.0,6/18/2023,2.27.0,Chat support agent gak di respon Hanya di layani pakai robot ai Masa iya saya bisa deposit tapi tidak bisa transaksi beli Cripto dan Karena panik saya mau narik gak bisa alasan nya di bekukan kalo emang iya di bekukan kenapa bisa deposit tapi tidak bisa transaksi dan narik kan gak bisa di apa2in deposit saya,chat support agent gak di respon hanya di layani pakai robot ai masa iya saya bisa deposit tapi tidak bisa transaksi beli cripto dan karena panik saya mau narik gak bisa alasan nya di bekukan kalo emang iya di bekukan kenapa bisa deposit tapi tidak bisa transaksi dan narik kan gak bisa di apa2in deposit saya,chat support agent gak di respon hanya di layani pakai robot ai masa iya saya bisa deposit tapi tidak bisa transaksi beli cripto dan karena panik saya mau narik gak bisa alasan nya di bekukan kalo emang iya di bekukan kenapa bisa deposit tapi tidak bisa transaksi dan narik kan gak bisa di apa2in deposit saya,chat support agent enggak di respon hanya di layani pakai robot ai masa iya saya bisa deposit tapi tidak bisa transaksi beli cripto dan karena panik saya mau menarik enggak bisa alasan nya di bekukan kalo memang iya di bekukan kenapa bisa deposit tapi tidak bisa transaksi dan menarik kan enggak bisa di apa2in deposit saya,"The chat support agent didn't respond but was only served using an AI robot. Yes, I can make a deposit but I can't make a transaction to buy crypto and because I'm panicking, I want to withdraw, I can't, the reason is that it's frozen. If it's frozen, why can I deposit, but I can't make transactions and withdraw, right? I can't do anything with my deposit","['The', 'chat', 'support', 'agent', 'did', ""n't"", 'respond', 'but', 'was', 'only', 'served', 'using', 'an', 'AI', 'robot', '.', 'Yes', ',', 'I', 'can', 'make', 'a', 'deposit', 'but', 'I', 'ca', ""n't"", 'make', 'a', 'transaction', 'to', 'buy', 'crypto', 'and', 'because', 'I', ""'m"", 'panicking', ',', 'I', 'want', 'to', 'withdraw', ',', 'I', 'ca', ""n't"", ',', 'the', 'reason', 'is', 'that', 'it', ""'s"", 'frozen', '.', 'If', 'it', ""'s"", 'frozen', ',', 'why', 'can', 'I', 'deposit', ',', 'but', 'I', 'ca', ""n't"", 'make', 'transactions', 'and', 'withdraw', ',', 'right', '?', 'I', 'ca', ""n't"", 'do', 'anything', 'with', 'my', 'deposit']","['The', 'chat', 'support', 'agent', ""n't"", 'respond', 'served', 'using', 'AI', 'robot', '.', 'Yes', ',', 'I', 'make', 'deposit', 'I', 'ca', ""n't"", 'make', 'transaction', 'buy', 'crypto', 'I', ""'m"", 'panicking', ',', 'I', 'want', 'withdraw', ',', 'I', 'ca', ""n't"", ',', 'reason', ""'s"", 'frozen', '.', 'If', ""'s"", 'frozen', ',', 'I', 'deposit', ',', 'I', 'ca', ""n't"", 'make', 'transactions', 'withdraw', ',', 'right', '?', 'I', 'ca', ""n't"", 'anything', 'deposit']","The chat support agent n't respond served using AI robot . Yes , I make deposit I ca n't make transaction buy crypto I 'm panicking , I want withdraw , I ca n't , reason 's frozen . If 's frozen , I deposit , I ca n't make transactions withdraw , right ? I ca n't anything deposit"
9fb3ea68-20e3-4306-9dc0-333b89c0f27f,B N,Bedanya apa dari yang ada di aplikasi utama pak? Saya sudah coba dan sama saja dengan aplikasi utama. Klo bisa mending pake 1 aplikasi saja pak. Biar tidak rumit.,1,1.0.0,8/17/2022,1.0.0,Bedanya apa dari yang ada di aplikasi utama pak Saya sudah coba dan sama saja dengan aplikasi utama Klo bisa mending pake 1 aplikasi saja pak Biar tidak rumit,bedanya apa dari yang ada di aplikasi utama pak saya sudah coba dan sama saja dengan aplikasi utama klo bisa mending pake 1 aplikasi saja pak biar tidak rumit,bedanya apa dari yang ada di aplikasi utama pak saya sudah coba dan sama saja dengan aplikasi utama klo bisa mending pake 1 aplikasi saja pak biar tidak rumit,bedanya apa dari yang ada di aplikasi utama pak saya sudah coba dan sama saja dengan aplikasi utama kalo bisa mending pakai 1 aplikasi saja pak biar tidak rumit,"What's the difference from what's in the main application, sir? I've tried it and it's the same as the main application. If possible, it's better to just use 1 application, sir, so it's not complicated.","['What', ""'s"", 'the', 'difference', 'from', 'what', ""'s"", 'in', 'the', 'main', 'application', ',', 'sir', '?', 'I', ""'ve"", 'tried', 'it', 'and', 'it', ""'s"", 'the', 'same', 'as', 'the', 'main', 'application', '.', 'If', 'possible', ',', 'it', ""'s"", 'better', 'to', 'just', 'use', '1', 'application', ',', 'sir', ',', 'so', 'it', ""'s"", 'not', 'complicated', '.']","['What', ""'s"", 'difference', ""'s"", 'main', 'application', ',', 'sir', '?', 'I', ""'ve"", 'tried', ""'s"", 'main', 'application', '.', 'If', 'possible', ',', ""'s"", 'better', 'use', '1', 'application', ',', 'sir', ',', ""'s"", 'complicated', '.']","What 's difference 's main application , sir ? I 've tried 's main application . If possible , 's better use 1 application , sir , 's complicated ."
893e2b9d-e72e-44e8-8ec6-b5b7ecb325d5,Muhammad Arwani,"Deposit gampang ditarik kagak bisa 😅 apa ini kek penipuan,katanya invest",1,2.43.0,3/13/2024,2.43.0,Deposit gampang ditarik kagak bisa  apa ini kek penipuankatanya invest,deposit gampang ditarik kagak bisa  apa ini kek penipuankatanya invest,deposit gampang ditarik kagak bisa  apa ini kek penipuankatanya invest,deposit gampang ditarik kagak bisa  apa ini kayak penipuankatanya invest,"Deposits are easy to withdraw, can't this be like investment fraud?","['Deposits', 'are', 'easy', 'to', 'withdraw', ',', 'ca', ""n't"", 'this', 'be', 'like', 'investment', 'fraud', '?']","['Deposits', 'easy', 'withdraw', ',', 'ca', ""n't"", 'like', 'investment', 'fraud', '?']","Deposits easy withdraw , ca n't like investment fraud ?"
3780ae9f-0f1d-45b9-8e4d-2910c64851da,Budi Rahayu saefudin,Ini kok gak ada pergerakan sama sekali yah?? Chartnya juga hilang gak bisa di lihat sama sekali.. tolong segera perbaiki klo gini terus sy bisa rugi...,1,2.21.0,10/4/2023,2.21.0,Ini kok gak ada pergerakan sama sekali yah Chartnya juga hilang gak bisa di lihat sama sekali tolong segera perbaiki klo gini terus sy bisa rugi,ini kok gak ada pergerakan sama sekali yah chartnya juga hilang gak bisa di lihat sama sekali tolong segera perbaiki klo gini terus sy bisa rugi,ini kok gak ada pergerakan sama sekali yah chartnya juga hilang gak bisa di lihat sama sekali tolong segera perbaiki klo gini terus sy bisa rugi,ini kok enggak ada pergerakan sama sekali ya chartnya juga hilang enggak bisa di lihat sama sekali tolong segera perbaiki kalo begini terus saya bisa rugi,"Why is there no movement at all? Yes, the chart is also gone, I can't see it at all, please fix it immediately. If this continues, I could lose money.","['Why', 'is', 'there', 'no', 'movement', 'at', 'all', '?', 'Yes', ',', 'the', 'chart', 'is', 'also', 'gone', ',', 'I', 'ca', ""n't"", 'see', 'it', 'at', 'all', ',', 'please', 'fix', 'it', 'immediately', '.', 'If', 'this', 'continues', ',', 'I', 'could', 'lose', 'money', '.']","['Why', 'movement', '?', 'Yes', ',', 'chart', 'also', 'gone', ',', 'I', 'ca', ""n't"", 'see', ',', 'please', 'fix', 'immediately', '.', 'If', 'continues', ',', 'I', 'could', 'lose', 'money', '.']","Why movement ? Yes , chart also gone , I ca n't see , please fix immediately . If continues , I could lose money ."
bc980f3a-83ea-444c-b017-7ed9120b5ecc,Firman Rahmat,Saya memiliki saldo sebesar rp124.000 di ajaib kripto kemudian saya belikan salah satu aset kripto kemudian saya coba beli dan tidak bisa saya laku uang saya ikut hilang sedangkan saya tidak mendapatkan aset kripto tersebut,1,2.30.0,8/18/2023,2.30.0,Saya memiliki saldo sebesar rp124000 di ajaib kripto kemudian saya belikan salah satu aset kripto kemudian saya coba beli dan tidak bisa saya laku uang saya ikut hilang sedangkan saya tidak mendapatkan aset kripto tersebut,saya memiliki saldo sebesar rp124000 di ajaib kripto kemudian saya belikan salah satu aset kripto kemudian saya coba beli dan tidak bisa saya laku uang saya ikut hilang sedangkan saya tidak mendapatkan aset kripto tersebut,saya memiliki saldo sebesar rp1240 di ajaib kripto kemudian saya belikan salah satu aset kripto kemudian saya coba beli dan tidak bisa saya laku uang saya ikut hilang sedangkan saya tidak mendapatkan aset kripto tersebut,saya memiliki saldo sebesar rp1240 di ajaib kripto kemudian saya belikan salah satu aset kripto kemudian saya coba beli dan tidak bisa saya laku uang saya ikut hilang sedangkan saya tidak mendapatkan aset kripto tersebut,"I had a balance of Rp. 1240 in Magic Crypto, then I bought one of the crypto assets, then I tried to buy it and I couldn't sell it, my money was lost, but I didn't get the crypto asset.","['I', 'had', 'a', 'balance', 'of', 'Rp', '.', '1240', 'in', 'Magic', 'Crypto', ',', 'then', 'I', 'bought', 'one', 'of', 'the', 'crypto', 'assets', ',', 'then', 'I', 'tried', 'to', 'buy', 'it', 'and', 'I', 'could', ""n't"", 'sell', 'it', ',', 'my', 'money', 'was', 'lost', ',', 'but', 'I', 'did', ""n't"", 'get', 'the', 'crypto', 'asset', '.']","['I', 'balance', 'Rp', '.', '1240', 'Magic', 'Crypto', ',', 'I', 'bought', 'one', 'crypto', 'assets', ',', 'I', 'tried', 'buy', 'I', 'could', ""n't"", 'sell', ',', 'money', 'lost', ',', 'I', ""n't"", 'get', 'crypto', 'asset', '.']","I balance Rp . 1240 Magic Crypto , I bought one crypto assets , I tried buy I could n't sell , money lost , I n't get crypto asset ."
c246fea4-5f0d-4ccb-97a7-0965e75b3dc5,panji prasetyo,"Admin nya semakin mahal, dari 4500 ke 6500 sekarang 9500, gk tau lagi kedepan, dasar lintah darat.",1,2.38.0,11/17/2023,2.38.0,Admin nya semakin mahal dari 4500 ke 6500 sekarang 9500 gk tau lagi kedepan dasar lintah darat,admin nya semakin mahal dari 4500 ke 6500 sekarang 9500 gk tau lagi kedepan dasar lintah darat,admin nya semakin mahal dari 4500 ke 6500 sekarang 9500 gk tau lagi kedepan dasar lintah darat,admin nya semakin mahal dari 4500 ke 6500 sekarang 9500 enggak tau lagi kedepan dasar lintah darat,admin it's getting more expensive from 4500 to 6500 now 9500 don't know what the future holds you loan shark,"['admin', 'it', ""'s"", 'getting', 'more', 'expensive', 'from', '4500', 'to', '6500', 'now', '9500', 'do', ""n't"", 'know', 'what', 'the', 'future', 'holds', 'you', 'loan', 'shark']","['admin', ""'s"", 'getting', 'expensive', '4500', '6500', '9500', ""n't"", 'know', 'future', 'holds', 'loan', 'shark']",admin 's getting expensive 4500 6500 9500 n't know future holds loan shark
1ab3e3b8-757f-47e6-b5e8-c07c8018228d,castinih castinih,Cara mengambil uang depo untk kembali ke dana sya gimana ya,1,2.46.0,4/23/2024,2.46.0,Cara mengambil uang depo untk kembali ke dana sya gimana ya,cara mengambil uang depo untk kembali ke dana sya gimana ya,cara mengambil uang depo untk kembali ke dana sya gimana ya,cara mengambil uang depo untuk kembali ke dana saya bagaimana ya,How do I take the deposit money back into my funds?,"['How', 'do', 'I', 'take', 'the', 'deposit', 'money', 'back', 'into', 'my', 'funds', '?']","['How', 'I', 'take', 'deposit', 'money', 'back', 'funds', '?']",How I take deposit money back funds ?
40235a27-bc25-4580-8dfd-b244f2f69337,Gesi Ogut,Apk anjinggg akun gua hilang malah kagak bisa login penipuuu,1,2.44.0,3/22/2024,2.44.0,Apk anjinggg akun gua hilang malah kagak bisa login penipuuu,apk anjinggg akun gua hilang malah kagak bisa login penipuuu,apk anjing akun gua hilang malah kagak bisa login penipu,apk anjing akun gua hilang malah kagak bisa login penipu,My account dog apk is lost and I can't even log in to the fraudster,"['My', 'account', 'dog', 'apk', 'is', 'lost', 'and', 'I', 'ca', ""n't"", 'even', 'log', 'in', 'to', 'the', 'fraudster']","['My', 'account', 'dog', 'apk', 'lost', 'I', 'ca', ""n't"", 'even', 'log', 'fraudster']",My account dog apk lost I ca n't even log fraudster
2495db2e-b7ef-481a-ad04-4df87571c1b1,mlbb gems,Kenapa minta riloak terus padahal internet bagus,1,2.43.5,4/3/2024,2.43.5,Kenapa minta riloak terus padahal internet bagus,kenapa minta riloak terus padahal internet bagus,kenapa minta riloak terus padahal internet bagus,kenapa meminta riloak terus padahal internet bagus,Why do you keep asking for riloak even though the internet is good?,"['Why', 'do', 'you', 'keep', 'asking', 'for', 'riloak', 'even', 'though', 'the', 'internet', 'is', 'good', '?']","['Why', 'keep', 'asking', 'riloak', 'even', 'though', 'internet', 'good', '?']",Why keep asking riloak even though internet good ?
c29c9bab-37d5-44e2-b04b-031d0543bb77,Rifki Muzakki,"verivikasi akun sangaatt sangaatt lamaa, bintang satu dulu maaf",1,2.44.0,3/16/2024,2.44.0,verivikasi akun sangaatt sangaatt lamaa bintang satu dulu maaf,verivikasi akun sangaatt sangaatt lamaa bintang satu dulu maaf,verivikasi akun sangaatt sangaatt lamaa bintang satu dulu maaf,verivikasi akun sangaatt sangaatt lamaa bintang satu dulu maaf,"account verification is very very long, one star first, sorry","['account', 'verification', 'is', 'very', 'very', 'long', ',', 'one', 'star', 'first', ',', 'sorry']","['account', 'verification', 'long', ',', 'one', 'star', 'first', ',', 'sorry']","account verification long , one star first , sorry"
0b83beb9-2535-4d0a-8f43-2588392598b9,RIDHO AKBAR_FKIP,"Selalu bermasalah ,duit gua terbuang gara harganya scam sampah",1,2.43.0,4/3/2024,2.43.0,Selalu bermasalah duit gua terbuang gara harganya scam sampah,selalu bermasalah duit gua terbuang gara harganya scam sampah,selalu bermasalah duit gua terbuang gara harganya scam sampah,selalu bermasalah duit gua terbuang gara harganya scam sampah,I always have problems with money being wasted because the prices are rubbish scams,"['I', 'always', 'have', 'problems', 'with', 'money', 'being', 'wasted', 'because', 'the', 'prices', 'are', 'rubbish', 'scams']","['I', 'always', 'problems', 'money', 'wasted', 'prices', 'rubbish', 'scams']",I always problems money wasted prices rubbish scams
d8c224d8-c5b5-4eb9-9fee-a0ca810a2f40,Udin Achmad,Jangan download gua dulu beli coin Ondo 850k hilang g kembali uangnya,1,2.43.0,5/3/2024,2.43.0,Jangan download gua dulu beli coin Ondo 850k hilang g kembali uangnya,jangan download gua dulu beli coin ondo 850k hilang g kembali uangnya,jangan download gua dulu beli coin ondo 850k hilang g kembali uangnya,jangan download gua dulu beli coin ondo 850k hilang enggak kembali uangnya,"Don't download it, I bought 850k Ondo coins, lost it and didn't get the money back","['Do', ""n't"", 'download', 'it', ',', 'I', 'bought', '850k', 'Ondo', 'coins', ',', 'lost', 'it', 'and', 'did', ""n't"", 'get', 'the', 'money', 'back']","['Do', ""n't"", 'download', ',', 'I', 'bought', '850k', 'Ondo', 'coins', ',', 'lost', ""n't"", 'get', 'money', 'back']","Do n't download , I bought 850k Ondo coins , lost n't get money back"
79ad1ac3-9da8-400a-bfdb-468b20413011,Ganesa Hartawan Raya Pongsitandeng,"Ondo kenapa di suspen aduhhh, apasih masalahnya ajaib ini",1,2.44.0,3/25/2024,2.44.0,Ondo kenapa di suspen aduhhh apasih masalahnya ajaib ini,ondo kenapa di suspen aduhhh apasih masalahnya ajaib ini,ondo kenapa di suspen aduh apasih masalahnya ajaib ini,ondo kenapa di suspen aduh apasih masalahnya ajaib ini,"Why is Ondo suspended? Oh, what's the problem with this magic?","['Why', 'is', 'Ondo', 'suspended', '?', 'Oh', ',', 'what', ""'s"", 'the', 'problem', 'with', 'this', 'magic', '?']","['Why', 'Ondo', 'suspended', '?', 'Oh', ',', ""'s"", 'problem', 'magic', '?']","Why Ondo suspended ? Oh , 's problem magic ?"
3fd28d55-0ada-4216-8728-5dfd0b306c15,Dewi S,INI SAYA MAU SCAN BUAT MINDAHIN BNB KENAPA GA BISAA???? KATANYA DIKIRIM KODENYA TAPI MANA??? SAYA KESEL BGT DARI SIANG SAYA COBA BERBAGAI CARA! KALO GINI MENDING PINDAH KE EXCHANGE LAIN!,1,2.44.0,10/3/2024,2.44.0,INI SAYA MAU SCAN BUAT MINDAHIN BNB KENAPA GA BISAA KATANYA DIKIRIM KODENYA TAPI MANA SAYA KESEL BGT DARI SIANG SAYA COBA BERBAGAI CARA KALO GINI MENDING PINDAH KE EXCHANGE LAIN,ini saya mau scan buat mindahin bnb kenapa ga bisaa katanya dikirim kodenya tapi mana saya kesel bgt dari siang saya coba berbagai cara kalo gini mending pindah ke exchange lain,ini saya mau scan buat mindahin bnb kenapa ga bisaa katanya dikirim kodenya tapi mana saya kesel bgt dari siang saya coba berbagai cara kalo gini mending pindah ke exchange lain,ini saya mau scan buat mindahin bnb kenapa enggak bisa katanya dikirim kodenya tapi mana saya kesel banget dari siang saya coba berbagai cara kalo begini mending pindah ke exchange lain,"I want to scan it to move BNB, why can't it say the code has been sent, but I've been really annoyed since this afternoon, I've tried various methods, if it's like this, it's better to move to another exchange.","['I', 'want', 'to', 'scan', 'it', 'to', 'move', 'BNB', ',', 'why', 'ca', ""n't"", 'it', 'say', 'the', 'code', 'has', 'been', 'sent', ',', 'but', 'I', ""'ve"", 'been', 'really', 'annoyed', 'since', 'this', 'afternoon', ',', 'I', ""'ve"", 'tried', 'various', 'methods', ',', 'if', 'it', ""'s"", 'like', 'this', ',', 'it', ""'s"", 'better', 'to', 'move', 'to', 'another', 'exchange', '.']","['I', 'want', 'scan', 'move', 'BNB', ',', 'ca', ""n't"", 'say', 'code', 'sent', ',', 'I', ""'ve"", 'really', 'annoyed', 'since', 'afternoon', ',', 'I', ""'ve"", 'tried', 'various', 'methods', ',', ""'s"", 'like', ',', ""'s"", 'better', 'move', 'another', 'exchange', '.']","I want scan move BNB , ca n't say code sent , I 've really annoyed since afternoon , I 've tried various methods , 's like , 's better move another exchange ."
13af51f5-5436-47ff-8d07-745514b51505,Dio baskoro prasetyo,SAYA AMU REGISTRASI TIDAK BISA BISA PADAHAL DI EMAIL SUDAH DAPAT PEMBERITAHUAN PAS DI KLIK TIDAK BISA MALAH CUMA HALAMAN PERTAMA,1,2.43.5,4/3/2024,2.43.5,SAYA AMU REGISTRASI TIDAK BISA BISA PADAHAL DI EMAIL SUDAH DAPAT PEMBERITAHUAN PAS DI KLIK TIDAK BISA MALAH CUMA HALAMAN PERTAMA,saya amu registrasi tidak bisa bisa padahal di email sudah dapat pemberitahuan pas di klik tidak bisa malah cuma halaman pertama,saya amu registrasi tidak bisa bisa padahal di email sudah dapat pemberitahuan pas di klik tidak bisa malah cuma halaman pertama,saya kamu registrasi tidak bisa bisa padahal di email sudah dapat pemberitahuan pas di klik tidak bisa malah cuma halaman pertama,"I can't register, even though I received a notification in the email when I clicked, it doesn't work, instead it's only the first page","['I', 'ca', ""n't"", 'register', ',', 'even', 'though', 'I', 'received', 'a', 'notification', 'in', 'the', 'email', 'when', 'I', 'clicked', ',', 'it', 'does', ""n't"", 'work', ',', 'instead', 'it', ""'s"", 'only', 'the', 'first', 'page']","['I', 'ca', ""n't"", 'register', ',', 'even', 'though', 'I', 'received', 'notification', 'email', 'I', 'clicked', ',', ""n't"", 'work', ',', 'instead', ""'s"", 'first', 'page']","I ca n't register , even though I received notification email I clicked , n't work , instead 's first page"
b4c9e85b-a138-4608-bdf2-d43e478efb7a,Rango Regar,Kebanyakan aturan gak jelas bisa beli gak bisa jual.,1,2.43.5,3/19/2024,2.43.5,Kebanyakan aturan gak jelas bisa beli gak bisa jual,kebanyakan aturan gak jelas bisa beli gak bisa jual,kebanyakan aturan gak jelas bisa beli gak bisa jual,kebanyakan aturan enggak jelas bisa beli enggak bisa jual,Most of the rules are not clear whether you can buy or sell,"['Most', 'of', 'the', 'rules', 'are', 'not', 'clear', 'whether', 'you', 'can', 'buy', 'or', 'sell']","['Most', 'rules', 'clear', 'whether', 'buy', 'sell']",Most rules clear whether buy sell
3457e1af-6a17-438b-a365-475aea43ea4b,Epul Saepul,Mau minta bantuan ke cs nya malah di kacangin,1,2.42.0,2/23/2024,2.42.0,Mau minta bantuan ke cs nya malah di kacangin,mau minta bantuan ke cs nya malah di kacangin,mau minta bantuan ke cs nya malah di kacangin,mau meminta bantuan ke cs nya malah di kacangin,I wanted to ask CS for help but was ignored,"['I', 'wanted', 'to', 'ask', 'CS', 'for', 'help', 'but', 'was', 'ignored']","['I', 'wanted', 'ask', 'CS', 'help', 'ignored']",I wanted ask CS help ignored
eac60ed7-add9-4ebb-b67e-60e952018ec5,Syauqas Yanshurullah,Kalo ad permalsahan kordinasi ny k mana y?,1,2.42.0,2/15/2024,2.42.0,Kalo ad permalsahan kordinasi ny k mana y,kalo ad permalsahan kordinasi ny k mana y,kalo ad permalsahan kordinasi ny k mana y,kalo ada permalsahan kordinasi nya ke mana ya,"If there is a problem with coordination, where does it go?","['If', 'there', 'is', 'a', 'problem', 'with', 'coordination', ',', 'where', 'does', 'it', 'go', '?']","['If', 'problem', 'coordination', ',', 'go', '?']","If problem coordination , go ?"
b00ab4a9-af7b-4baf-846e-2efc30e9d411,Pirman Syah,Banyak bug biyaya penarikan mahal,1,2.43.5,5/3/2024,2.43.5,Banyak bug biyaya penarikan mahal,banyak bug biyaya penarikan mahal,banyak bug biyaya penarikan mahal,banyak bug biyaya penarikan mahal,lots of bugs expensive withdrawal fees,"['lots', 'of', 'bugs', 'expensive', 'withdrawal', 'fees']","['lots', 'bugs', 'expensive', 'withdrawal', 'fees']",lots bugs expensive withdrawal fees
